time,y1,y2,y3
0.0,0.10111728485276818,-0.030990870956544337,-0.15372003226310038
0.02,0.0714992448406721,-0.023500047466460165,-0.2630912155180112
0.04,0.05088252684020208,-0.015099169177566183,-0.34050837997141925
0.06,0.04338370843969096,-0.006274906720633779,-0.3833237274085003
0.08,0.053926048096340336,0.002567642023495565,-0.3906888365415883
0.1,0.088180175019295,0.011147196209524606,-0.36314001245611466
0.12,0.1513252756397145,0.019327439678984707,-0.30204878001396535
0.14,0.24212589709220717,0.02706342756540082,-0.20910760626213626
0.16,0.34193323144738563,0.03416810733962858,-0.08635995962797703
0.18,0.42018340549016997,0.03999966122776134,0.06255722514199932
0.2,0.46448088849857916,0.04359542132019576,0.23064372383692627
0.22,0.48377939717224205,0.04421592501957929,0.40733019237881907
0.24,0.4887573277212164,0.04160670106915893,0.5800460827984169
0.26,0.4850289443008602,0.0359337390347523,0.7360856634779243
0.28,0.47495076564844574,0.02766313185277017,0.864043413889356
0.3,0.4595656568667177,0.01746638018486936,0.954816918206627
0.32,0.4394724866455654,0.006141579870328625,1.0022680549991911
0.34,0.41513731644809004,-0.005460256808808302,1.0035809692323312
0.36,0.3870005703856709,-0.016505216396985815,0.9593321406833925
0.38,0.3555197484307337,-0.026239981711896034,0.8732921809050788
0.4,0.32119620697686957,-0.034044959810586514,0.751993114795571
0.42,0.28460507155236686,-0.039473610312457386,0.6041097498112425
0.44,0.24644000549931708,-0.0422755222364043,0.439715607904457
0.46,0.20758406355333953,-0.04240196169313466,0.2694813845018634
0.48,0.1692173259112774,-0.03999382125777107,0.1038865903535075
0.5,0.13296526873764486,-0.035353108861333124,-0.04748709815382098
0.52,0.10107318792595378,-0.028900406879896104,-0.1765193388276999
0.54,0.0765657496165719,-0.021122222948428082,-0.2769226710185495
0.56,0.06334478499426845,-0.012513631418173108,-0.34439205807717077
0.58,0.06621809942862479,-0.003522241140363834,-0.37652568437450473
0.6,0.09081563317262623,0.00550080466094548,-0.37253371135663954
0.62,0.14271221003187856,0.014332546221746598,-0.3327797342276008
0.64,0.2231622769421135,0.022854327831368523,-0.25828490682402483
0.66,0.31930278013598434,0.030881706100495183,-0.1505863416792777
0.68,0.4028687304167342,0.03785999149796034,-0.012608909864562028
0.7000000000000001,0.45525304475744266,0.0428459270279677,0.14963220679995745
0.72,0.4806587661952546,0.04497714301030979,0.3263302815457173
0.74,0.48970123096695245,0.04383259757358714,0.5050614508584826
0.76,0.48894349348399624,0.03943779127016755,0.6726425528076809
0.78,0.4812899240691224,0.03215535339833762,0.8167030033122665
0.8,0.46799741944055157,0.022588415479321167,0.9268322627300757
0.8200000000000001,0.44973338578317185,0.011500670843478496,0.9953787768240397
0.84,0.42697678548108375,-0.00025832710560292965,1.017942052106575
0.86,0.4001565500871415,-0.0118256048376826,0.9935702499987321
0.88,0.36970197926776815,-0.022392575562727904,0.924676070361289
0.9,0.3360672063358662,-0.031264222321816366,0.816697283872717
0.92,0.2997521528564636,-0.03790581339525655,0.6775443056601288
0.9400000000000001,0.2613311421358132,-0.04197418388838278,0.5168909709988823
0.96,0.22149870847027406,-0.043331782122929784,0.3453742608961125
0.98,0.18114290548302775,-0.0420429189731387,0.17377345416230058
1.0,0.1414545631679081,-0.038352874386899674,0.012238984996083831
1.02,0.1040700208404615,-0.032651726427577736,-0.13036373835529466
1.04,0.07122022710315103,-0.025426112327643285,-0.24694037526345408
1.06,0.045832458196292725,-0.017203690723019086,-0.3324442865193819
1.08,0.031545358977811126,-0.008496382646390292,-0.3839264480163798
1.1,0.032690836918759604,0.0002518101133642727,-0.4003658727433659
1.12,0.05435733534912568,0.008709200926008718,-0.38230631251619457
1.1400000000000001,0.10222185876152773,0.01669004039231284,-0.3313347146556087
1.16,0.18004776759700772,0.024154745316154427,-0.24947683314632682
1.18,0.28064086107439284,0.03109210892079319,-0.13878691584993832
1.2,0.3769993255327853,0.03719942295168036,-0.0018198176995543763
1.22,0.4418604565861124,0.04167339018977971,0.1566362019922145
1.24,0.474036307041889,0.04359794604187379,0.32814738140596295
1.26,0.4858029666334864,0.0424514428482507,0.5013026985864887
1.28,0.48610269607860795,0.038195055546704264,0.6635964285152006
1.3,0.47899596730989913,0.031153730117793273,0.8031389887004089
1.32,0.4661586883622036,0.02190122247850525,0.9098709022421104
1.34,0.44839846124232235,0.011172709999847253,0.9763769732468557
1.36,0.4262471916233852,-0.0002109646581262845,0.9983784130512062
1.3800000000000001,0.40016579889051707,-0.011414430785246727,0.9749318615856105
1.4000000000000001,0.37061844562955787,-0.02165366421648041,0.9083535030332405
1.42,0.3381094098860696,-0.030253258536645303,0.8038956445735573
1.44,0.30321595035914095,-0.03669149264689933,0.6692175013126326
1.46,0.2666330456645734,-0.040630300086069604,0.5137051083316352
1.48,0.22924244043047762,-0.04192831010398231,0.3477047951185345
1.5,0.19221787881437127,-0.040636303729727055,0.18173964508203005
1.52,0.15717390000979511,-0.03697562560237792,0.0257786029836426
1.54,0.1263508563533095,-0.031301359989494,-0.11137676239981979
1.56,0.10280350834742023,-0.024053534484663804,-0.22253290107383936
1.58,0.09053982356012945,-0.01570121762782909,-0.3023336486360897
1.6,0.09454868185659494,-0.006685752721400678,-0.3472619864654667
1.62,0.12052705397358937,0.0026289377924069548,-0.3554256344248633
1.6400000000000001,0.17337816525494917,0.011982706270503438,-0.3261819117072064
1.6600000000000001,0.2520372008270368,0.02117588407613759,-0.25977323727978885
1.68,0.3410507215599429,0.029882114225149387,-0.15740548786917413
1.7,0.41469870072093523,0.037404585512185236,-0.022279730721539687
1.72,0.46009478264284215,0.042770306240129896,0.13894647015770112
1.74,0.4825057887474534,0.04517225867317503,0.3159101862961842
1.76,0.49069337425572523,0.04423438792446075,0.4958527403562399
