t,x,y,z
6.581999999999676731e+01,-2.340951341632032001e+00,-1.413959306388552939e+00,2.518708151206892065e+00
6.582999999999677243e+01,-2.407283266107469455e+00,-1.397587783740133816e+00,2.688325119489496373e+00
6.583999999999677755e+01,-2.473013611767584941e+00,-1.380358609370498035e+00,2.855902587797049641e+00
6.584999999999678266e+01,-2.538062825486575136e+00,-1.362294754757325865e+00,3.021338507899071768e+00
6.585999999999678778e+01,-2.602352315453920539e+00,-1.343419175954242206e+00,3.184533610467978004e+00
6.586999999999679289e+01,-2.665804464054678746e+00,-1.323754797212297829e+00,3.345391403234294181e+00
6.587999999999679801e+01,-2.728342636206757987e+00,-1.303324493707457732e+00,3.503818166064876394e+00
6.588999999999680313e+01,-2.789891183985240275e+00,-1.282151072561960703e+00,3.659722942356292030e+00
6.589999999999680824e+01,-2.850375455350700804e+00,-1.260257257942437592e+00,3.813017531241689628e+00
6.590999999999681336e+01,-2.909721796862565490e+00,-1.237665672855006838e+00,3.963616475046018106e+00
6.591999999999681847e+01,-2.967857558061265166e+00,-1.214398824230307428e+00,4.111437046988660526e+00
6.592999999999682359e+01,-3.024711090967220350e+00,-1.190479085499152934e+00,4.256399234793505570e+00
6.593999999999682871e+01,-3.080211752362632449e+00,-1.165928682054562016e+00,4.398425724277378102e+00
6.594999999999683382e+01,-3.134289903891239515e+00,-1.140769676240658281e+00,4.537441880673712014e+00
6.595999999999683894e+01,-3.186876907757503652e+00,-1.115023951346205910e+00,4.673375726838874478e+00
6.596999999999684405e+01,-3.237905124603507101e+00,-1.088713197669184618e+00,4.806157921238523478e+00
6.597999999999684917e+01,-3.287307908561746483e+00,-1.061858898251736516e+00,4.935721733497527630e+00
6.598999999999685429e+01,-3.335019600496061720e+00,-1.034482314281745641e+00,5.062003017795985826e+00
6.599999999999685940e+01,-3.380975522753801421e+00,-1.006604472717778753e+00,5.184940186132211970e+00
6.600999999999686452e+01,-3.425111970221146773e+00,-9.782461523738771314e-01,5.304474178508015392e+00
6.601999999999686963e+01,-3.467366198708822900e+00,-9.494278702249198121e-01,5.420548431250295174e+00
6.602999999999687475e+01,-3.507676417357846521e+00,-9.201698707210618222e-01,5.533108846131455039e+00
6.603999999999687986e+01,-3.545981773237243395e+00,-8.904921114212788202e-01,5.642103754658829295e+00
6.604999999999688498e+01,-3.582222341464647908e+00,-8.604142529991848365e-01,5.747483884184164005e+00
6.605999999999689010e+01,-3.616339108907193012e+00,-8.299556465051050047e-01,5.849202320166808633e+00
6.606999999999689521e+01,-3.648273960535413085e+00,-7.991353231128920376e-01,5.947214468717073821e+00
6.607999999999690033e+01,-3.677969660076716440e+00,-7.679719821972299520e-01,6.041478016305408261e+00
6.608999999999690544e+01,-3.705369833150883085e+00,-7.364839808018190936e-01,6.131952888773635202e+00
6.609999999999691056e+01,-3.730418952237128050e+00,-7.046893254788049177e-01,6.218601211073836232e+00
6.610999999999691568e+01,-3.753062310674393665e+00,-6.726056596284299971e-01,6.301387261724763711e+00
6.611999999999692079e+01,-3.773246007141223490e+00,-6.402502563780765321e-01,6.380277430348385792e+00
6.612999999999692591e+01,-3.790916919326357881e+00,-6.076400071271154113e-01,6.455240170255386545e+00
6.613999999999693102e+01,-3.806022685689369300e+00,-5.747914154967805889e-01,6.526245954116671300e+00
6.614999999999693614e+01,-3.818511675379120174e+00,-5.417205853049871234e-01,6.593267223489626794e+00
6.615999999999694126e+01,-3.828332968461812591e+00,-5.084432155637145234e-01,6.656278342649518009e+00
6.616999999999694637e+01,-3.835436327526125844e+00,-4.749745908270339712e-01,6.715255547634574995e+00
6.617999999999695149e+01,-3.839772170947619578e+00,-4.413295741451506160e-01,6.770176896084906026e+00
6.618999999999695660e+01,-3.841291543952102039e+00,-4.075225992441956491e-01,6.821022215242230402e+00
6.619999999999696172e+01,-3.839946092007513023e+00,-3.735676646156413372e-01,6.867773050575747718e+00
6.620999999999696684e+01,-3.835688026725482924e+00,-3.394783249784560364e-01,6.910412611001265581e+00
6.621999999999697195e+01,-3.828470101484966026e+00,-3.052676879671347154e-01,6.948925717554974568e+00
6.622999999999697707e+01,-3.818245572096166107e+00,-2.709484041746217375e-01,6.983298745475321034e+00
6.623999999999698218e+01,-3.804968169987302140e+00,-2.365326645645740855e-01,7.013519571427352162e+00
6.624999999999698730e+01,-3.788592067057625190e+00,-2.020321940187773391e-01,7.039577516664244250e+00
6.625999999999699241e+01,-3.769071838591266044e+00,-1.674582447598511048e-01,7.061463289262086995e+00
6.626999999999699753e+01,-3.746362431053407605e+00,-1.328215928584728645e-01,7.079168927828410673e+00
6.627999999999700265e+01,-3.720419126708290225e+00,-9.813253407614960788e-02,7.092687744200407707e+00
6.628999999999700776e+01,-3.691197501671344749e+00,-6.340087688733563043e-02,7.102014262803756139e+00
6.629999999999701288e+01,-3.658653393467716342e+00,-2.863594096965954572e-02,7.107144163807118886e+00
6.630999999999701799e+01,-3.622742859843829155e+00,6.153448052903805199e-03,7.108074222647420726e+00
6.631999999999702311e+01,-3.583422139531960315e+00,4.095896202731384023e-02,7.104802250293537291e+00
6.632999999999702823e+01,-3.540647612121429866e+00,7.577277372210272643e-02,7.097327032894881427e+00
6.633999999999703334e+01,-3.494375757025532270e+00,1.105875600372522166e-01,7.085648271031536716e+00
6.634999999999703846e+01,-3.444563111656635090e+00,1.453965052620389553e-01,7.069766518341123351e+00
6.635999999999704357e+01,-3.391166229779072339e+00,1.801933028941186121e-01,7.049683120891532262e+00
6.636999999999704869e+01,-3.334141636409687415e+00,2.149721594092397770e-01,7.025400154361082450e+00
6.637999999999705381e+01,-3.273445785376138062e+00,2.497277959349608889e-01,6.996920362580827835e+00
6.638999999999705892e+01,-3.209035013989628649e+00,2.844554502547161912e-01,6.964247095224446404e+00
6.639999999999706404e+01,-3.140865495708665911e+00,3.191508799751014425e-01,6.927384244267418723e+00
6.640999999999706915e+01,-3.068893197917363480e+00,3.538103621449822378e-01,6.886336182928848970e+00
6.641999999999707427e+01,-2.993073830644386923e+00,3.884306968490798817e-01,6.841107701034581545e+00
6.642999999999707939e+01,-2.913362801737560126e+00,4.230092074241696976e-01,6.791703942829573570e+00
6.643999999999708450e+01,-2.829715167373832330e+00,4.575437421058394238e-01,6.738130343327550342e+00
6.644999999999708962e+01,-2.742085582377337349e+00,4.920326755207376501e-01,6.680392564507605435e+00
6.645999999999709473e+01,-2.650428251302653582e+00,5.264749089596634235e-01,6.618496432225366988e+00
6.646999999999709985e+01,-2.554696878171227148e+00,5.608698711747279742e-01,6.552447872552394692e+00
6.647999999999710496e+01,-2.454844614080194276e+00,5.952175197113501737e-01,6.482252847481333013e+00
6.648999999999711008e+01,-2.350824006727357585e+00,6.295183407693927258e-01,6.407917291583607344e+00
6.649999999999711520e+01,-2.242586945567353052e+00,6.637733504124468942e-01,6.329447047483305333e+00
6.650999999999712031e+01,-2.130084611869633715e+00,6.979840935389782786e-01,6.246847802958865437e+00
6.651999999999712543e+01,-2.013267422273781193e+00,7.321526451363111754e-01,6.160125026228095990e+00
6.652999999999713054e+01,-1.892084973115884194e+00,7.662816110505495937e-01,6.069283901261359304e+00
6.653999999999713566e+01,-1.766485989819810642e+00,8.003741254417044981e-01,5.974329265977909920e+00
6.654999999999714078e+01,-1.636418265813036177e+00,8.344338533848489892e-01,5.875265546139511130e+00
6.655999999999714589e+01,-1.501828608460888059e+00,8.684649893767824036e-01,5.772096692404559803e+00
6.656999999999715101e+01,-1.362662780793157724e+00,9.024722573838762640e-01,5.664826116216372220e+00
6.657999999999715612e+01,-1.218865443496886192e+00,9.364609105666166222e-01,5.553456625913738343e+00
6.658999999999716124e+01,-1.070380096639571343e+00,9.704367309536258146e-01,5.437990362880886330e+00
6.659999999999716636e+01,-9.171490199107958929e-01,1.004406028923363836e+00,5.318428737887018976e+00
6.660999999999717147e+01,-7.710349681727557414e-01,1.038341592212195241e+00,5.194772366813568354e+00
6.661999999999717659e+01,-6.330137362939584067e-01,1.072105680576311393e+00,5.067032313182801673e+00
6.662999999999718170e+01,-5.015262780285045796e-01,1.105581628846944220e+00,4.935236780963947467e+00
6.663999999999718682e+01,-3.761604659799562822e-01,1.138669221817924848e+00,4.799427034208336273e+00
6.664999999999719194e+01,-2.565400727302690753e-01,1.171273634593615665e+00,4.659656104669871013e+00
6.665999999999719705e+01,-1.423218278881288046e-01,1.203305149289303433e+00,4.515988157578178175e+00
6.666999999999720217e+01,-3.319274734977505775e-02,1.234678896966262318e+00,4.368497889914996435e+00
6.667999999999720728e+01,7.113231667489372523e-02,1.265314622271007661e+00,4.217269958124580498e+00
6.668999999999721240e+01,1.709129297565100125e-01,1.295136466417018184e+00,4.062398434985439621e+00
6.669999999999721751e+01,2.663851603183129968e-01,1.324072772209121451e+00,3.903986288489059042e+00
6.670999999999722263e+01,3.577634990920650626e-01,1.352055901937439408e+00,3.742144886841297424e+00
6.671999999999722775e+01,4.452426392125183874e-01,1.379022074173556822e+00,3.576993521427323852e+00
6.672999999999723286e+01,5.289991189710612218e-01,1.404911212475225657e+00,3.408658950680538258e+00
6.673999999999723798e+01,6.091928425770805067e-01,1.429666807706161169e+00,3.237274960545050817e+00
6.674999999999724309e+01,6.859684865645148122e-01,1.453235792013869210e+00,3.062981941103091188e+00
6.675999999999724821e+01,7.594568012959043157e-01,1.475568422731555529e+00,2.885926478247137883e+00
6.676999999999725333e+01,8.297758168416897728e-01,1.496618177259452898e+00,2.706260957603459083e+00
6.677999999999725844e+01,8.970319576391579952e-01,1.516341655459186644e+00,2.524143181819220594e+00
6.678999999999726356e+01,9.613210732809014392e-01,1.534698489816449962e+00,2.339735999182032344e+00
6.679999999999726867e+01,1.022729397801742213e+00,1.551651264600083735e+00,2.153206941061060142e+00
6.680999999999727379e+01,1.084004613824312901e+00,1.567174780265604861e+00,1.964727871140519611e+00
6.681999999999727891e+01,1.148979566294881405e+00,1.581278705012495456e+00,1.774471902996229700e+00
6.682999999999728402e+01,1.215909269553853145e+00,1.593996834622421144e+00,1.582608552365648791e+00
6.683999999999728914e+01,1.284700545801391147e+00,1.605346818372681783e+00,1.389304214323945352e+00
6.684999999999729425e+01,1.355260694519153430e+00,1.615346848450729400e+00,1.194723106521199174e+00
6.685999999999729937e+01,1.427497492262389533e+00,1.624015636568450383e+00,9.990272060774234575e-01
6.686999999999730449e+01,1.501319218718806914e+00,1.631372391270042188e+00,8.023761886420440748e-01
6.687999999999730960e+01,1.576634692738100973e+00,1.637436795646344256e+00,6.049273698645554198e-01
6.688999999999731472e+01,1.653353310394752196e+00,1.642228984210036158e+00,4.068356500031669043e-01
6.689999999999731983e+01,1.731385086754259728e+00,1.645769521146094094e+00,2.082534603353049518e-01
6.690999999999732495e+01,1.810640693267114409e+00,1.648079376764653547e+00,9.330713651849897872e-03
6.691999999999733006e+01,1.891031497247874560e+00,1.649179904715286638e+00,-1.897852428413200065e-01
6.692999999999733518e+01,1.972469602852835457e+00,1.649092820829550998e+00,-3.889496733268917872e-01
6.693999999999734030e+01,2.054867885842924569e+00,1.647840179836036478e+00,-5.880204945413610718e-01
6.694999999999734541e+01,2.138140031082401471e+00,1.645444353440853602e+00,-7.868583152325668850e-01
6.695999999999735053e+01,2.222200569252580582e+00,1.641928009686028922e+00,-9.853264739322800114e-01
6.696999999999735564e+01,2.306964909497231986e+00,1.637314089948242346e+00,-1.183291072093680674e+00
6.697999999999736076e+01,2.392349371683646808e+00,1.631625787513971471e+00,-1.380621005505209498e+00
6.698999999999736588e+01,2.478271218245884366e+00,1.624886526901706763e+00,-1.577187993638449637e+00
6.699999999999737099e+01,2.564648685085699320e+00,1.617119942883955108e+00,-1.772866606139401169e+00
6.700999999999737611e+01,2.651401010583542384e+00,1.608349859904761647e+00,-1.967534286848443559e+00
6.701999999999738122e+01,2.738448462017506024e+00,1.598600271214401403e+00,-2.161071374847926219e+00
6.702999999999738634e+01,2.825712360742694607e+00,1.587895317999359124e+00,-2.353361122851744369e+00
6.703999999999739146e+01,2.913115109827366656e+00,1.576259271340299639e+00,-2.544289715249492989e+00
6.704999999999739657e+01,3.000580215724387045e+00,1.563716511227647876e+00,-2.733746281283521373e+00
6.705999999999740169e+01,3.088032309217193738e+00,1.550291507084460729e+00,-2.921622906603603020e+00
6.706999999999740680e+01,3.175397168468995002e+00,1.536008799512797340e+00,-3.107814643454341663e+00
6.707999999999741192e+01,3.262601737819089909e+00,1.520892981290855817e+00,-3.292219517700066600e+00
6.708999999999741704e+01,3.349574143996121744e+00,1.504968678270991678e+00,-3.474738533179405398e+00
6.709999999999742215e+01,3.436243714883823408e+00,1.488260531929254560e+00,-3.655275674940334341e+00
6.710999999999742727e+01,3.522540995098349725e+00,1.470793181849497921e+00,-3.833737910154560780e+00
6.711999999999743238e+01,3.608397757752137114e+00,1.452591247054997314e+00,-4.010035185500484545e+00
6.712999999999743750e+01,3.693747020889339261e+00,1.433679310751775793e+00,-4.184080425072998821e+00
6.713999999999744261e+01,3.778523056783750445e+00,1.414081902063394791e+00,-4.355789523621375281e+00
6.714999999999744773e+01,3.862661402282153045e+00,1.393823479725207148e+00,-4.525081338861097535e+00
6.715999999999745285e+01,3.946098866952949979e+00,1.372928415843882144e+00,-4.691877681684664125e+00
6.716999999999745796e+01,4.028773544674946194e+00,1.351420981615803818e+00,-4.856103305850111518e+00
6.717999999999746308e+01,4.110624816610079613e+00,1.329325330325521248e+00,-5.017685893243047701e+00
6.718999999999746819e+01,4.191593357041906387e+00,1.306665482433203351e+00,-5.176556038636041635e+00
6.719999999999747331e+01,4.271621140040742226e+00,1.283465312094049127e+00,-5.332647233617517024e+00
6.720999999999747843e+01,4.350651438877258137e+00,1.259748531232763202e+00,-5.485895846505520090e+00
6.721999999999748354e+01,4.428628832184375419e+00,1.235538677445603195e+00,-5.636241103291086851e+00
6.722999999999748866e+01,4.505499199652071241e+00,1.210859098003608691e+00,-5.783625063490426044e+00
6.723999999999749377e+01,4.581209726881075639e+00,1.185732939157768895e+00,-5.927992598391652379e+00
6.724999999999749889e+01,4.655708898673894147e+00,1.160183131010438018e+00,-6.069291363810271456e+00
6.725999999999750401e+01,4.728946501479092568e+00,1.134232377142532888e+00,-6.207471774935497955e+00
6.726999999999750912e+01,4.800873615774525760e+00,1.107903140627845007e+00,-6.342486976418220124e+00
6.727999999999751424e+01,4.871442612559471641e+00,1.081217633069012640e+00,-6.474292813094129073e+00
6.728999999999751935e+01,4.940607148734950549e+00,1.054197803742265238e+00,-6.602847799252751670e+00
6.729999999999752447e+01,5.008322159242658778e+00,1.026865327904173952e+00,-6.728113085530928572e+00
6.730999999999752959e+01,5.074543848550500336e+00,9.992415960020902821e-01,-6.850052424925428873e+00
6.731999999999753470e+01,5.139229683184654007e+00,9.713477039172190297e-01,-6.968632137979814622e+00
6.732999999999753982e+01,5.202338380750864744e+00,9.432044423722504289e-01,-7.083821075892199559e+00
6.733999999999754493e+01,5.263829899882211727e+00,9.148322879154282550e-01,-7.195590583424462672e+00
6.734999999999755005e+01,5.323665429313832576e+00,8.862513941182251775e-01,-7.303914460540487319e+00
6.735999999999755516e+01,5.381807373624715396e+00,8.574815816696478299e-01,-7.408768921826322185e+00
6.736999999999756028e+01,5.438219340566440074e+00,8.285423305705689190e-01,-7.510132556170610485e+00
6.737999999999756540e+01,5.492866127501036644e+00,7.994527718769546265e-01,-7.607986284866612436e+00
6.738999999999757051e+01,5.545713704844194680e+00,7.702316799536202963e-01,-7.702313318851762070e+00
6.739999999999757563e+01,5.596729200499942714e+00,7.408974649086486064e-01,-7.793099114926246074e+00
6.740999999999758074e+01,5.645880883872719913e+00,7.114681660744760494e-01,-7.880331331631636793e+00
6.741999999999758586e+01,5.693138146985261550e+00,6.819614446188112522e-01,-7.963999783376778829e+00
6.742999999999759098e+01,5.738471486178478465e+00,6.523945771697088336e-01,-8.044096394244563797e+00
6.743999999999759609e+01,5.781852483964068590e+00,6.227844504537815018e-01,-8.120615151604269499e+00
6.744999999999760121e+01,5.823253788007702880e+00,5.931475550583723555e-01,-8.193552058108334535e+00
6.745999999999760632e+01,5.862649091066203688e+00,5.634999801958699983e-01,-8.262905083510045046e+00
6.746999999999761144e+01,5.900013109908653242e+00,5.338574089360872410e-01,-8.328674116014145312e+00
6.747999999999761656e+01,5.935321560903567217e+00,5.042351121472592457e-01,-8.390860911591788707e+00
6.748999999999762167e+01,5.968551142599763715e+00,4.746479467839720967e-01,-8.449469046214243662e+00
6.749999999999762679e+01,5.999679506146915919e+00,4.451103489966935500e-01,-8.504503863063028746e+00
6.750999999999763190e+01,6.028685236147704352e+00,4.156363320895803404e-01,-8.555972422803474586e+00
6.751999999999763702e+01,6.055547824105509847e+00,3.862394826754278476e-01,-8.603883452002438759e+00
6.752999999999764213e+01,6.080247642177636358e+00,3.569329565622244016e-01,-8.648247290305905111e+00
6.753999999999764725e+01,6.102765919366471614e+00,3.277294773663392835e-01,-8.689075839544727842e+00
6.754999999999765237e+01,6.123084715269498268e+00,2.986413332571156709e-01,-8.726382510672340942e+00
6.755999999999765748e+01,6.141186892109337769e+00,2.696803746806962776e-01,-8.760182170978557892e+00
6.756999999999766260e+01,6.157056087593442584e+00,2.408580119371332151e-01,-8.790491090588787415e+00
6.757999999999766771e+01,6.170676688118562403e+00,2.121852145275445745e-01,-8.817326890129193018e+00
6.758999999999767283e+01,6.182033798830310012e+00,1.836725083357351185e-01,-8.840708486123443066e+00
6.759999999999767795e+01,6.191113215660747571e+00,1.553299751075583879e-01,-8.860656037817314257e+00
6.760999999999768306e+01,6.197901397544871571e+00,1.271672521714791448e-01,-8.877190894025742907e+00
6.761999999999768818e+01,6.202385433970208695e+00,9.919353027825804359e-02,-8.890335538104169544e+00
6.762999999999769329e+01,6.204553017763223544e+00,7.141755489256686185e-02,-8.900113535354423178e+00
6.763999999999769841e+01,6.204392411680015762e+00,4.384762397462409200e-02,-8.906549477519254410e+00
6.764999999999770353e+01,6.201892420623290825e+00,1.649159002582273673e-02,-8.909668930331777759e+00
6.765999999999770864e+01,6.197042357694604320e+00,-1.064314113346838224e-02,-8.909498378466263802e+00
6.766999999999771376e+01,6.189832014342155020e+00,-3.754960922075848556e-02,-8.906065172118623252e+00
6.767999999999771887e+01,6.180251627233827705e+00,-6.422129905943196881e-02,-8.899397472940115961e+00
6.768999999999772399e+01,6.168291847890744251e+00,-9.065213901503121896e-02,-8.889524200970672752e+00
6.769999999999772911e+01,6.153943707235978167e+00,-1.168365010917828128e-01,-8.876474979912153174e+00
6.770999999999773422e+01,6.137198584277184565e+00,-1.427691989712805420e-01,-8.860280084270135248e+00
6.771999999999773934e+01,6.118048174313336141e+00,-1.684454858514811693e-01,-8.840970386585743412e+00
6.772999999999774445e+01,6.096484452787846564e+00,-1.938610539771353225e-01,-8.818577303434018688e+00
6.773999999999774957e+01,6.072499643369066114e+00,-2.190120321288937799e-01,-8.793132743033950760e+00
6.774999999999775468e+01,6.046086183356909949e+00,-2.438949837336664983e-01,-8.764669052515671410e+00
6.775999999999775980e+01,6.017236689314835019e+00,-2.685069046852238683e-01,-8.733218965538615208e+00
6.776999999999776492e+01,5.985943922694757724e+00,-2.928452210138183798e-01,-8.698815550185951651e+00
6.777999999999777003e+01,5.952200755352234474e+00,-3.169077865341364264e-01,-8.661492157041880802e+00
6.778999999999777515e+01,5.916000134618831119e+00,-3.406928798052609730e-01,-8.621282367974263394e+00
6.779999999999778026e+01,5.877335048154399999e+00,-3.641992017760840583e-01,-8.578219944763713301e+00
6.780999999999778538e+01,5.836198488086985492e+00,-3.874258727535382363e-01,-8.532338778242772648e+00
6.781999999999779050e+01,5.792583416310288058e+00,-4.103724293921153232e-01,-8.483672837959819191e+00
6.782999999999779561e+01,5.746482728190794198e+00,-4.330388215519340167e-01,-8.432256121957932393e+00
6.783999999999780073e+01,5.697889216998718531e+00,-4.554254091992985809e-01,-8.378122607060063842e+00
6.784999999999780584e+01,5.646795538220072963e+00,-4.775329585173783697e-01,-8.321306199990956998e+00
6.785999999999781096e+01,5.593194172726391855e+00,-4.993626392778957035e-01,-8.261840687778869707e+00
6.786999999999781608e+01,5.537077389962467677e+00,-5.209160210326080342e-01,-8.199759689559094511e+00
6.787999999999782119e+01,5.478437213718085452e+00,-5.421950687084130527e-01,-8.135096609156308389e+00
6.788999999999782631e+01,5.417265382873960533e+00,-5.632021401159377216e-01,-8.067884586586568929e+00
6.789999999999783142e+01,5.353553316213419677e+00,-5.839399815264473270e-01,-7.998156451409217382e+00
6.790999999999783654e+01,5.287292074232309069e+00,-6.044117241126523155e-01,-7.925944675849532217e+00
6.791999999999784166e+01,5.218472323942828339e+00,-6.246208795502722344e-01,-7.851281329017216315e+00
6.792999999999784677e+01,5.147084300108114796e+00,-6.445713367510301772e-01,-7.774198030671032100e+00
6.793999999999785189e+01,5.073117767115880028e+00,-6.642673581656037829e-01,-7.694725905681410794e+00
6.794999999999785700e+01,4.996561985040369969e+00,-6.837135743090586582e-01,-7.612895540473845202e+00
6.795999999999786212e+01,4.917405669325399131e+00,-7.029149807872994149e-01,-7.528736937980016641e+00
6.796999999999786723e+01,4.835636952244314557e+00,-7.218769349204471331e-01,-7.442279473186033556e+00
6.797999999999787235e+01,4.751243348172550007e+00,-7.406051499189071352e-01,-7.353551851300509590e+00
6.798999999999787747e+01,4.664211713051820141e+00,-7.591056924085777258e-01,-7.262582063617137429e+00
6.799999999999788258e+01,4.574528207987357042e+00,-7.773849772600903707e-01,-7.169397346109242619e+00
6.800999999999788770e+01,4.482178259963506051e+00,-7.954497639044988411e-01,-7.074024137309291582e+00
6.801999999999789281e+01,4.387146523020684974e+00,-8.133071529282879242e-01,-6.976488036447459962e+00
6.802999999999789793e+01,4.289416842999186130e+00,-8.309645799894682661e-01,-6.876813764206352708e+00
6.803999999999790305e+01,4.188972214184383702e+00,-8.484298144513503503e-01,-6.775025120356256814e+00
6.804999999999790816e+01,4.085794744676250367e+00,-8.657109532222574400e-01,-6.671144945521537473e+00
6.805999999999791328e+01,3.979865614887159175e+00,-8.828164182314933717e-01,-6.565195080717548315e+00
6.806999999999791839e+01,3.871165040792104328e+00,-8.997549510041918941e-01,-6.457196329616538222e+00
6.807999999999792351e+01,3.759672232074025011e+00,-9.165356102341910560e-01,-6.347168419043615728e+00
6.808999999999792863e+01,3.645365355799823792e+00,-9.331677665890436568e-01,-6.235129962079263066e+00
6.809999999999793374e+01,3.528221493255406571e+00,-9.496611006435720093e-01,-6.121098419221193687e+00
6.810999999999793886e+01,3.408216604920672577e+00,-9.660255967330170224e-01,-6.005090063339928896e+00
6.811999999999794397e+01,3.285325486043633614e+00,-9.822715418228751272e-01,-5.887119941071044416e+00
6.812999999999794909e+01,3.159521730537590667e+00,-9.984095196284644702e-01,-5.767201838567851624e+00
6.813999999999795421e+01,3.030777687530491704e+00,-1.014450409105306594e+00,-5.645348244208453714e+00
6.814999999999795932e+01,2.899064423013114844e+00,-1.030405379394952137e+00,-5.521570314587096462e+00
6.815999999999796444e+01,2.764351677718218880e+00,-1.046285887693889194e+00,-5.395877838733984966e+00
6.816999999999796955e+01,2.626607827822528218e+00,-1.062103675184170815e+00,-5.268279204337454225e+00
6.817999999999797467e+01,2.485799843322505254e+00,-1.077870763877156302e+00,-5.138781363729655105e+00
6.818999999999797978e+01,2.341893246150659635e+00,-1.093599454098449497e+00,-5.007389799742096415e+00
6.819999999999798490e+01,2.194852067938951823e+00,-1.109302321545438508e+00,-4.874108492366894474e+00
6.820999999999799002e+01,2.044638809504350618e+00,-1.124992214065926310e+00,-4.738939886162099491e+00
6.821999999999799513e+01,1.891214398640013394e+00,-1.140682248811304422e+00,-4.601884857692091657e+00
6.822999999999800025e+01,1.734538147872004110e+00,-1.156385809522935570e+00,-4.462942683499421470e+00
6.823999999999800536e+01,1.574567709453657205e+00,-1.172116545423292466e+00,-4.322111006863716298e+00
6.824999999999801048e+01,1.411259033992928069e+00,-1.187888367689384328e+00,-4.179385807104281092e+00
6.825999999999801560e+01,1.244566326924565480e+00,-1.203715447418220119e+00,-4.034761368038806140e+00
6.826999999999802071e+01,1.074442005400560340e+00,-1.219612213324638761e+00,-3.888230247043188204e+00
6.827999999999802583e+01,9.026323472220917354e-01,-1.235593351198245315e+00,-3.739783243060959883e+00
6.828999999999803094e+01,7.404319891492918693e-01,-1.251615789508694565e+00,-3.589410453452021255e+00
6.829999999999803606e+01,5.878326626869508909e-01,-1.267537004105338649e+00,-3.437113993103275700e+00
6.830999999999804118e+01,4.442004769662715735e-01,-1.283246630133220378e+00,-3.282913104025779738e+00
6.831999999999804629e+01,3.089535050306903563e-01,-1.298641708915984960e+00,-3.126839896146430764e+00
6.832999999999805141e+01,1.815573324391490106e-01,-1.313626240102140352e+00,-2.968938481709967103e+00
6.833999999999805652e+01,6.152119060534022577e-02,-1.328110775129564658e+00,-2.809264157210917379e+00
6.834999999999806164e+01,-5.160554980603752201e-02,-1.342012039930093437e+00,-2.647882636158107594e+00
6.835999999999806676e+01,-1.582366012098948560e-01,-1.355252590982858774e+00,-2.484869322868553443e+00
6.836999999999807187e+01,-2.587517210365561371e-01,-1.367760496079418964e+00,-2.320308628575525223e+00
6.837999999999807699e+01,-3.534994483801697229e-01,-1.379469043053896726e+00,-2.154293322011055611e+00
6.838999999999808210e+01,-4.427996240583770282e-01,-1.390316468704524411e+00,-1.986923916149942348e+00
6.839999999999808722e+01,-5.269457218141032628e-01,-1.400245709976554176e+00,-1.818308085323378176e+00
6.840999999999809233e+01,-6.062069999001387099e-01,-1.409204174325003889e+00,-1.648560111211020862e+00
6.841999999999809745e+01,-6.808304878063754506e-01,-1.417143526529138553e+00,-1.477800356503270907e+00
6.842999999999810257e+01,-7.510428243471936050e-01,-1.424019493289919058e+00,-1.306154761823683952e+00
6.843999999999810768e+01,-8.170519527480861743e-01,-1.429791680744753490e+00,-1.133754366840384442e+00
6.844999999999811280e+01,-8.790486914624782155e-01,-1.434423406840878101e+00,-9.607348514043514420e-01
6.845999999999811791e+01,-9.372081826482578926e-01,-1.437881545429881447e+00,-7.872360966409538419e-01
6.846999999999812303e+01,-9.916912293281046065e-01,-1.440136380143911543e+00,-6.134017653044375740e-01
6.847999999999812815e+01,-1.044692899263837793e+00,-1.441161470993012728e+00,-4.393788970807205319e-01
6.848999999999813326e+01,-1.097825822167767473e+00,-1.440971570548849057e+00,-2.653162825758239585e-01
6.849999999999813838e+01,-1.151557245048546951e+00,-1.439583350901451286e+00,-9.135986245298277630e-02
6.850999999999814349e+01,-1.205793011116012226e+00,-1.437016032254146980e+00,8.234680723421569648e-02
6.851999999999814861e+01,-1.260439593867465069e+00,-1.433289123505047558e+00,2.556625204854732214e-01
6.852999999999815373e+01,-1.315404046912455494e+00,-1.428422402353461740e+00,4.284484544254383298e-01
6.853999999999815884e+01,-1.370594002635429964e+00,-1.422435894407817480e+00,6.005681995257756700e-01
6.854999999999816396e+01,-1.425917687004856216e+00,-1.415349853545297076e+00,7.718877886430504098e-01
6.855999999999816907e+01,-1.481283935902877769e+00,-1.407184741193655553e+00,9.422757228018484588e-01
6.856999999999817419e+01,-1.536602213613772694e+00,-1.397961205798736506e+00,1.111602994582612469e+00
6.857999999999817931e+01,-1.591782633640683509e+00,-1.387700063229277081e+00,1.279743109876916751e+00
6.858999999999818442e+01,-1.646735975426109722e+00,-1.376422275471855583e+00,1.446572105435997901e+00
6.859999999999818954e+01,-1.701373703321468422e+00,-1.364148931659959985e+00,1.611968565987206503e+00
6.860999999999819465e+01,-1.755607983815278939e+00,-1.350901228087760142e+00,1.775813637799821931e+00
6.861999999999819977e+01,-1.809351700889783032e+00,-1.336700448729249757e+00,1.937991040336426662e+00
6.862999999999820488e+01,-1.862518470357760414e+00,-1.321567945975776093e+00,2.098387075314171124e+00
