t,u,v
2.930628050231197466e-03,-1.055682436211767203e-02,-4.391483527908850437e-01
2.984898940050293836e-03,-1.055472822602820764e-02,-4.331874897246822953e-01
3.039169829869389772e-03,-1.055252717337547275e-02,-4.272495905637768154e-01
3.093440719688486142e-03,-1.055022194771992883e-02,-4.213345651057568975e-01
3.147711609507582511e-03,-1.054781329126956019e-02,-4.154423229774913962e-01
3.201982499326678448e-03,-1.054530194480978941e-02,-4.095727736504403138e-01
3.256253389145774817e-03,-1.054268864763520039e-02,-4.037258264556345400e-01
3.310524278964871187e-03,-1.053997413748304288e-02,-3.979013905983301846e-01
3.364795168783967557e-03,-1.053715915046846835e-02,-3.920993751723406140e-01
3.419066058603063493e-03,-1.053424442102151790e-02,-3.863196891740515171e-01
3.473336948422159863e-03,-1.053123068182578760e-02,-3.805622415161225014e-01
3.527607838241256233e-03,-1.052811866375877141e-02,-3.748269410408807123e-01
3.581878728060352169e-03,-1.052490909583385717e-02,-3.691136965334098630e-01
3.636149617879448539e-03,-1.052160270514393078e-02,-3.634224167343394485e-01
3.690420507698544909e-03,-1.051820021680657975e-02,-3.577530103523386962e-01
3.744691397517641279e-03,-1.051470235391087013e-02,-3.521053860763193599e-01
3.798962287336737215e-03,-1.051110983746565870e-02,-3.464794525873515774e-01
3.853233177155833585e-03,-1.050742338634942478e-02,-3.408751185702975084e-01
3.907504066974929954e-03,-1.050364371726159735e-02,-3.352922927251668073e-01
3.961774956794026324e-03,-1.049977154467533758e-02,-3.297308837781982027e-01
4.016045846613122694e-03,-1.049580758079178208e-02,-3.241908004926717934e-01
4.070316736432218196e-03,-1.049175253549568775e-02,-3.186719516794557783e-01
4.124587626251314566e-03,-1.048760711631247476e-02,-3.131742462072918398e-01
4.178858516070410936e-03,-1.048337202836663318e-02,-3.076975930128246772e-01
4.233129405889507306e-03,-1.047904797434148078e-02,-3.022419011103777975e-01
4.287400295708603676e-03,-1.047463565444023761e-02,-2.968070796014812829e-01
4.341671185527700046e-03,-1.047013576634839641e-02,-2.913930376841549208e-01
4.395942075346796415e-03,-1.046554900519736098e-02,-2.859996846619514144e-01
4.450212965165891918e-03,-1.046087606352933894e-02,-2.806269299527626715e-01
4.504483854984988288e-03,-1.045611763126346599e-02,-2.752746830973941128e-01
4.558754744804084658e-03,-1.045127439566312030e-02,-2.699428537679111617e-01
4.613025634623181027e-03,-1.044634704130442161e-02,-2.646313517757605815e-01
4.667296524442277397e-03,-1.044133625004590310e-02,-2.593400870796719881e-01
4.721567414261373767e-03,-1.043624270099929516e-02,-2.540689697933427027e-01
4.775838304080470137e-03,-1.043106707050144195e-02,-2.488179101929095804e-01
4.830109193899565639e-03,-1.042581003208730046e-02,-2.435868187242127558e-01
4.884380083718662009e-03,-1.042047225646402196e-02,-2.383756060098530249e-01
4.938650973537758379e-03,-1.041505441148606222e-02,-2.331841828560491658e-01
4.992921863356854749e-03,-1.040955716213134812e-02,-2.280124602592965843e-01
5.047192753175951119e-03,-1.040398117047842790e-02,-2.228603494128323648e-01
5.101463642995047489e-03,-1.039832709568462923e-02,-2.177277617129096121e-01
5.155734532814143858e-03,-1.039259559396516971e-02,-2.126146087648848881e-01
5.210005422633239361e-03,-1.038678731857322485e-02,-2.075208023891227105e-01
5.264276312452335731e-03,-1.038090291978092071e-02,-2.024462546267191687e-01
5.318547202271432101e-03,-1.037494304486123904e-02,-1.973908777450502083e-01
5.372818092090528470e-03,-1.036890833807080879e-02,-1.923545842431459707e-01
5.427088981909624840e-03,-1.036279944063356849e-02,-1.873372868568958793e-01
5.481359871728721210e-03,-1.035661699072528558e-02,-1.823388985640870819e-01
5.535630761547817580e-03,-1.035036162345890666e-02,-1.773593325892796335e-01
5.589901651366913950e-03,-1.034403397087072310e-02,-1.723985024085221418e-01
5.644172541186009452e-03,-1.033763466190734323e-02,-1.674563217539102311e-01
5.698443431005105822e-03,-1.033116432241343481e-02,-1.625327046179912971e-01
5.752714320824202192e-03,-1.032462357512023768e-02,-1.576275652580194087e-01
5.806985210643298562e-03,-1.031801303963482234e-02,-1.527408182000620507e-01
5.861256100462394932e-03,-1.031133333243008064e-02,-1.478723782429625655e-01
5.915526990281491301e-03,-1.030458506683542066e-02,-1.430221604621611520e-01
5.969797880100587671e-03,-1.029776885302817815e-02,-1.381900802133770867e-01
6.024068769919683174e-03,-1.029088529802568881e-02,-1.333760531361556090e-01
6.078339659738779543e-03,-1.028393500567803889e-02,-1.285799951572813293e-01
6.132610549557875913e-03,-1.027691857666146111e-02,-1.238018224940621442e-01
6.186881439376972283e-03,-1.026983660847237412e-02,-1.190414516574853365e-01
6.241152329196068653e-03,-1.026268969542202744e-02,-1.142987994552492614e-01
6.295423219015165023e-03,-1.025547842863176219e-02,-1.095737829946730330e-01
6.349694108834261393e-03,-1.024820339602886335e-02,-1.048663196854867641e-01
6.403964998653356895e-03,-1.024086518234298970e-02,-1.001763272425051782e-01
6.458235888472453265e-03,-1.023346436910315370e-02,-9.550372368818678404e-02
6.512506778291549635e-03,-1.022600153463526680e-02,-9.084842735508166789e-02
6.566777668110646005e-03,-1.021847725406021742e-02,-8.621035688816960918e-02
6.621048557929742374e-03,-1.021089209929246060e-02,-8.158943124709169825e-02
6.675319447748838744e-03,-1.020324663903912459e-02,-7.698556970827725998e-02
6.729590337567935114e-03,-1.019554143879961884e-02,-7.239869186696870629e-02
6.783861227387030617e-03,-1.018777706086571727e-02,-6.782871763914677388e-02
6.838132117206126986e-03,-1.017995406432211335e-02,-6.327556726335771542e-02
6.892403007025223356e-03,-1.017207300504744186e-02,-5.873916130244584421e-02
6.946673896844319726e-03,-1.016413443571574475e-02,-5.421942064519237603e-02
7.000944786663416096e-03,-1.015613890579836719e-02,-4.971626650786346857e-02
7.055215676482512466e-03,-1.014808696156628380e-02,-4.522962043566943618e-02
7.109486566301608836e-03,-1.013997914609283957e-02,-4.075940430413708959e-02
7.163757456120704338e-03,-1.013181599925688618e-02,-3.630554032039731011e-02
7.218028345939800708e-03,-1.012359805774631395e-02,-3.186795102438980815e-02
7.272299235758897078e-03,-1.011532585506196708e-02,-2.744655928998745997e-02
7.326570125577993448e-03,-1.010699992152191452e-02,-2.304128832604103796e-02
7.380841015397089817e-03,-1.009862078426610431e-02,-1.865206167734774489e-02
7.435111905216186187e-03,-1.009018896726134214e-02,-1.427880322554427386e-02
7.489382795035282557e-03,-1.008170499130662916e-02,-9.921437189926454736e-03
7.543653684854378060e-03,-1.007316937403881889e-02,-5.579888128197856706e-03
7.597924574673474429e-03,-1.006458262993860202e-02,-1.254080937148009667e-03
7.652195464492570799e-03,-1.005594527033679131e-02,3.056059146736372044e-03
7.706466354311667169e-03,-1.004725780342092048e-02,7.350606546727421128e-03
7.760737244130763539e-03,-1.003852073424213627e-02,1.162963534537632404e-02
7.815008133949859909e-03,-1.002973456472235764e-02,1.589321928409648602e-02
7.869279023768955411e-03,-1.002089979366173854e-02,2.014143176280812353e-02
7.923549913588052648e-03,-1.001201691674637184e-02,2.437434583964315227e-02
7.977820803407148151e-03,-1.000308642655626905e-02,2.859203423070711542e-02
8.032091693226245388e-03,-9.994108812573584619e-03,3.279456930989958774e-02
8.086362583045340890e-03,-9.985084561191084895e-03,3.698202310878796056e-02
8.140633472864436393e-03,-9.976014155720854676e-03,4.115446731653703977e-02
8.194904362683533630e-03,-9.966898076403222367e-03,4.531197327988949197e-02
8.249175252502629133e-03,-9.957736800415924530e-03,4.945461200319738876e-02
8.303446142321726370e-03,-9.948530801883457772e-03,5.358245414850494603e-02
8.357717032140821872e-03,-9.939280551886663095e-03,5.769557003567721970e-02
8.411987921959919109e-03,-9.929986518472488921e-03,6.179402964257806052e-02
8.466258811779014612e-03,-9.920649166663958810e-03,6.587790260529162445e-02
8.520529701598110114e-03,-9.911268958470317858e-03,6.994725821839027635e-02
8.574800591417207352e-03,-9.901846352897362979e-03,7.400216543524430757e-02
8.629071481236302854e-03,-9.892381805957943183e-03,7.804269286837364761e-02
8.683342371055400091e-03,-9.882875770682622921e-03,8.206890878984174353e-02
8.737613260874495594e-03,-9.873328697130517168e-03,8.608088113168703426e-02
8.791884150693592831e-03,-9.863741032400267020e-03,9.007867748639486472e-02
8.846155040512688333e-03,-9.854113220641176618e-03,9.406236510740485779e-02
8.900425930331783836e-03,-9.844445703064476708e-03,9.803201090965649178e-02
8.954696820150881073e-03,-9.834738917954744322e-03,1.019876814701684981e-01
9.008967709969976576e-03,-9.824993300681440431e-03,1.059294430286523980e-01
9.063238599789073813e-03,-9.815209283710579422e-03,1.098573614881604571e-01
9.117509489608169315e-03,-9.805387296616521753e-03,1.137715024157639893e-01
9.171780379427266552e-03,-9.795527766093870686e-03,1.176719310432646770e-01
9.226051269246362055e-03,-9.785631115969502594e-03,1.215587122679340493e-01
9.280322159065457557e-03,-9.775697767214678799e-03,1.254319106532840733e-01
9.334593048884554795e-03,-9.765728137957273639e-03,1.292915904298650720e-01
9.388863938703650297e-03,-9.755722643494101412e-03,1.331378154960905502e-01
9.443134828522747534e-03,-9.745681696303316183e-03,1.369706494190903179e-01
9.497405718341843037e-03,-9.735605706056931277e-03,1.407901554355870943e-01
9.551676608160940274e-03,-9.725495079633387357e-03,1.445963964528001744e-01
9.605947497980035776e-03,-9.715350221130224576e-03,1.483894350493706882e-01
9.660218387799131279e-03,-9.705171531876824118e-03,1.521693334763124794e-01
9.714489277618228516e-03,-9.694959410447208728e-03,1.559361536579837448e-01
9.768760167437324018e-03,-9.684714252672935175e-03,1.596899571930805450e-01
9.823031057256421256e-03,-9.674436451656014471e-03,1.634308053556522422e-01
9.877301947075516758e-03,-9.664126397781932706e-03,1.671587590961353120e-01
9.931572836894613995e-03,-9.653784478732692700e-03,1.708738790424087772e-01
9.985843726713709498e-03,-9.643411079499926777e-03,1.745762255008660169e-01
1.004011461653280500e-02,-9.633006582398058112e-03,1.782658584575066707e-01
1.009438550635190224e-02,-9.622571367077495039e-03,1.819428375790447250e-01
1.014865639617099774e-02,-9.612105810537882600e-03,1.856072222140332795e-01
1.020292728599009498e-02,-9.601610287141381858e-03,1.892590713940064118e-01
1.025719817580919048e-02,-9.591085168625996041e-03,1.928984438346348640e-01
1.031146906562828772e-02,-9.580530824118910563e-03,1.965253979368985493e-01
1.036573995544738322e-02,-9.569947620149890297e-03,2.001399917882711599e-01
1.042001084526647872e-02,-9.559335920664673372e-03,2.037422831639203180e-01
1.047428173508557596e-02,-9.548696087038413549e-03,2.073323295279196343e-01
1.052855262490467146e-02,-9.538028478089129528e-03,2.109101880344733115e-01
1.058282351472376870e-02,-9.527333450091182016e-03,2.144759155291537933e-01
1.063709440454286420e-02,-9.516611356788754264e-03,2.180295685501491276e-01
1.069136529436196144e-02,-9.505862549409358625e-03,2.215712033295233196e-01
1.074563618418105694e-02,-9.495087376677353516e-03,2.251008757944848726e-01
1.079990707400015418e-02,-9.484286184827451713e-03,2.286186415686675411e-01
1.085417796381924968e-02,-9.473459317618258130e-03,2.321245559734183561e-01
1.090844885363834518e-02,-9.462607116345797195e-03,2.356186740290965309e-01
1.096271974345744242e-02,-9.451729919857043694e-03,2.391010504563797490e-01
1.101699063327653792e-02,-9.440828064563458813e-03,2.425717396775782242e-01
1.107126152309563516e-02,-9.429901884454512315e-03,2.460307958179580035e-01
1.112553241291473066e-02,-9.418951711111213376e-03,2.494782727070694872e-01
1.117980330273382790e-02,-9.407977873719624087e-03,2.529142238800847209e-01
1.123407419255292340e-02,-9.396980699084369476e-03,2.563387025791389329e-01
1.128834508237201890e-02,-9.385960511642138862e-03,2.597517617546803992e-01
1.134261597219111614e-02,-9.374917633475162923e-03,2.631534540668238886e-01
1.139688686201021164e-02,-9.363852384324697700e-03,2.665438318867106027e-01
1.145115775182930888e-02,-9.352765081604472175e-03,2.699229472978725841e-01
1.150542864164840438e-02,-9.341656040414130641e-03,2.732908520976012889e-01
1.155969953146750162e-02,-9.330525573552643850e-03,2.766475977983217094e-01
1.161397042128659712e-02,-9.319373991531723633e-03,2.799932356289678292e-01
1.166824131110569263e-02,-9.308201602589182000e-03,2.833278165363646850e-01
1.172251220092478986e-02,-9.297008712702293717e-03,2.866513911866110376e-01
1.177678309074388537e-02,-9.285795625601118986e-03,2.899640099664660409e-01
1.183105398056298260e-02,-9.274562642781810501e-03,2.932657229847389080e-01
1.188532487038207811e-02,-9.263310063519877152e-03,2.965565800736795210e-01
1.193959576020117534e-02,-9.252038184883435573e-03,2.998366307903727046e-01
1.199386665002027084e-02,-9.240747301746416592e-03,3.031059244181325552e-01
1.204813753983936635e-02,-9.229437706801754335e-03,3.063645099678997119e-01
1.210240842965846358e-02,-9.218109690574525020e-03,3.096124361796386282e-01
1.215667931947755909e-02,-9.206763541435071876e-03,3.128497515237363413e-01
1.221095020929665632e-02,-9.195399545612078021e-03,3.160765042024020199e-01
1.226522109911575183e-02,-9.184017987205606373e-03,3.192927421510663999e-01
1.231949198893484906e-02,-9.172619148200115285e-03,3.224985130397821642e-01
1.237376287875394457e-02,-9.161203308477415194e-03,3.256938642746233792e-01
1.242803376857304007e-02,-9.149770745829606186e-03,3.288788429990856521e-01
1.248230465839213731e-02,-9.138321735971960055e-03,3.320534960954852344e-01
1.253657554821123281e-02,-9.126856552555767665e-03,3.352178701863569588e-01
1.259084643803033005e-02,-9.115375467181144678e-03,3.383720116358526209e-01
1.264511732784942555e-02,-9.103878749409799118e-03,3.415159665511369180e-01
1.269938821766852279e-02,-9.092366666777739956e-03,3.446497807837833327e-01
1.275365910748761829e-02,-9.080839484807959675e-03,3.477734999311669073e-01
1.280792999730671379e-02,-9.069297467023056114e-03,3.508871693378575185e-01
1.286220088712581103e-02,-9.057740874957824831e-03,3.539908340970092659e-01
1.291647177694490653e-02,-9.046169968171787271e-03,3.570845390517489171e-01
1.297074266676400377e-02,-9.034585004261684246e-03,3.601683287965625757e-01
1.302501355658309927e-02,-9.022986238873919110e-03,3.632422476786785204e-01
1.307928444640219651e-02,-9.011373925716947147e-03,3.663063397994495984e-01
1.313355533622129201e-02,-8.999748316573623341e-03,3.693606490157309019e-01
1.318782622604038751e-02,-8.988109661313494619e-03,3.724052189412562774e-01
1.324209711585948475e-02,-8.976458207905045270e-03,3.754400929480112836e-01
1.329636800567858025e-02,-8.964794202427886841e-03,3.784653141676024291e-01
1.335063889549767749e-02,-8.953117889084911615e-03,3.814809254926250226e-01
1.340490978531677299e-02,-8.941429510214369755e-03,3.844869695780253616e-01
1.345918067513587023e-02,-8.929729306301920425e-03,3.874834888424617541e-01
1.351345156495496573e-02,-8.918017515992608321e-03,3.904705254696601013e-01
1.356772245477406123e-02,-8.906294376102803778e-03,3.934481214097671486e-01
1.362199334459315847e-02,-8.894560121632080416e-03,3.964163183806992952e-01
1.367626423441225397e-02,-8.882814985775045954e-03,3.993751578694872406e-01
1.373053512423135121e-02,-8.871059199933107112e-03,4.023246811336176898e-01
1.378480601405044671e-02,-8.859292993726191126e-03,4.052649292023695615e-01
1.383907690386954395e-02,-8.847516595004415244e-03,4.081959428781474220e-01
1.389334779368863945e-02,-8.835730229859686813e-03,4.111177627378092558e-01
1.394761868350773495e-02,-8.823934122637263483e-03,4.140304291339910181e-01
1.400188957332683219e-02,-8.812128495947244011e-03,4.169339821964260229e-01
1.405616046314592769e-02,-8.800313570676019173e-03,4.198284618332596141e-01
1.411043135296502493e-02,-8.788489565997651548e-03,4.227139077323603944e-01
1.416470224278412043e-02,-8.776656699385210203e-03,4.255903593626249037e-01
1.421897313260321767e-02,-8.764815186622041190e-03,4.284578559752793558e-01
1.427324402242231317e-02,-8.752965241812987740e-03,4.313164366051749909e-01
1.432751491224140868e-02,-8.741107077395548000e-03,4.341661400720798203e-01
1.438178580206050591e-02,-8.729240904150980737e-03,4.370070049819642088e-01
1.443605669187960142e-02,-8.717366931215353790e-03,4.398390697282820727e-01
1.449032758169869865e-02,-8.705485366090530072e-03,4.426623724932469695e-01
1.454459847151779416e-02,-8.693596414655105006e-03,4.454769512491026928e-01
1.459886936133689139e-02,-8.681700281175276299e-03,4.482828437593890381e-01
1.465314025115598690e-02,-8.669797168315666880e-03,4.510800875802015719e-01
1.470741114097508240e-02,-8.657887277150080191e-03,4.538687200614471839e-01
1.476168203079417963e-02,-8.645970807172210365e-03,4.566487783480932539e-01
1.481595292061327514e-02,-8.634047956306281288e-03,4.594202993814117120e-01
1.487022381043237237e-02,-8.622118920917633614e-03,4.621833199002181036e-01
1.492449470025146788e-02,-8.610183895823259742e-03,4.649378764421039922e-01
1.497876559007056511e-02,-8.598243074302276343e-03,4.676840053446655876e-01
1.503303647988966062e-02,-8.586296648106330962e-03,4.704217427467246582e-01
1.508730736970875612e-02,-8.574344807469966995e-03,4.731511245895457241e-01
1.514157825952785336e-02,-8.562387741120922741e-03,4.758721866180464777e-01
1.519584914934694886e-02,-8.550425636290366269e-03,4.785849643820028199e-01
1.525012003916604610e-02,-8.538458678723086920e-03,4.812894932372482337e-01
1.530439092898514160e-02,-8.526487052687619153e-03,4.839858083468673855e-01
1.535866181880423884e-02,-8.514510940986309145e-03,4.866739446823840076e-01
1.541293270862333434e-02,-8.502530524965325881e-03,4.893539370249426756e-01
1.546720359844242984e-02,-8.490545984524623668e-03,4.920258199664854226e-01
1.552147448826152708e-02,-8.478557498127823125e-03,4.946896279109220806e-01
1.557574537808062258e-02,-8.466565242812067876e-03,4.973453950752942387e-01
1.563001626789971982e-02,-8.454569394197792784e-03,4.999931554909347597e-01
1.568428715771881532e-02,-8.442570126498455743e-03,5.026329430046199143e-01
1.573855804753791082e-02,-8.430567612530203564e-03,5.052647912797164631e-01
1.579282893735700979e-02,-8.418562023721484072e-03,5.078887337973232441e-01
1.584709982717610530e-02,-8.406553530122597498e-03,5.105048038574044877e-01
1.590137071699520080e-02,-8.394542300415199290e-03,5.131130345799209680e-01
1.595564160681429630e-02,-8.382528501921733544e-03,5.157134589059521046e-01
1.600991249663339180e-02,-8.370512300614826526e-03,5.183061095988132916e-01
1.606418338645249078e-02,-8.358493861126603877e-03,5.208910192451670085e-01
1.611845427627158628e-02,-8.346473346757973116e-03,5.234682202561282693e-01
1.617272516609068178e-02,-8.334450919487835022e-03,5.260377448683641877e-01
1.622699605590977728e-02,-8.322426739982241237e-03,5.285996251451869909e-01
1.628126694572887279e-02,-8.310400967603503303e-03,5.311538929776413731e-01
1.633553783554797176e-02,-8.298373760419235773e-03,5.337005800855862958e-01
1.638980872536706726e-02,-8.286345275211359426e-03,5.362397180187694623e-01
1.644407961518616276e-02,-8.274315667485026421e-03,5.387713381578982386e-01
1.649835050500525827e-02,-8.262285091477514221e-03,5.412954717157018036e-01
1.655262139482435724e-02,-8.250253700167048398e-03,5.438121497379895253e-01
1.660689228464345274e-02,-8.238221645281578603e-03,5.463214031047017860e-01
1.666116317446254824e-02,-8.226189077307495545e-03,5.488232625309561463e-01
1.671543406428164374e-02,-8.214156145498294204e-03,5.513177585680868464e-01
1.676970495410073925e-02,-8.202122997883193670e-03,5.538049216046786460e-01
1.682397584391983822e-02,-8.190089781275677189e-03,5.562847818675940026e-01
1.687824673373893372e-02,-8.178056641282016592e-03,5.587573694229953647e-01
1.693251762355802922e-02,-8.166023722309699584e-03,5.612227141773611372e-01
1.698678851337712473e-02,-8.153991167575841414e-03,5.636808458784956510e-01
1.704105940319622023e-02,-8.141959119115520227e-03,5.661317941165329160e-01
1.709533029301531920e-02,-8.129927717790067301e-03,5.685755883249352660e-01
1.714960118283441470e-02,-8.117897103295313929e-03,5.710122577814851219e-01
1.720387207265351021e-02,-8.105867414169760227e-03,5.734418316092723122e-01
1.725814296247260571e-02,-8.093838787802719661e-03,5.758643387776738454e-01
1.731241385229170468e-02,-8.081811360442392456e-03,5.782798081033293514e-01
1.736668474211080018e-02,-8.069785267203900825e-03,5.806882682511094185e-01
1.742095563192989569e-02,-8.057760642077265237e-03,5.830897477350790448e-01
1.747522652174899119e-02,-8.045737617935318220e-03,5.854842749194554274e-01
1.752949741156808669e-02,-8.033716326541595620e-03,5.878718780195587579e-01
1.758376830138718566e-02,-8.021696898558151531e-03,5.902525851027586867e-01
1.763803919120628116e-02,-8.009679463553329853e-03,5.926264240894135726e-01
1.769231008102537667e-02,-7.997664150009489020e-03,5.949934227538058451e-01
1.774658097084447217e-02,-7.985651085330678148e-03,5.973536087250701510e-01
1.780085186066356767e-02,-7.973640395850250737e-03,5.997070094881163937e-01
1.785512275048266664e-02,-7.961632206838443679e-03,6.020536523845468890e-01
1.790939364030176215e-02,-7.949626642509900754e-03,6.043935646135677464e-01
1.796366453012085765e-02,-7.937623826031137142e-03,6.067267732328959218e-01
1.801793541993995315e-02,-7.925623879527979657e-03,6.090533051596584979e-01
1.807220630975905212e-02,-7.913626924092925438e-03,6.113731871712880794e-01
1.812647719957814763e-02,-7.901633079792485040e-03,6.136864459064116373e-01
1.818074808939724313e-02,-7.889642465674449184e-03,6.159931078657348014e-01
1.823501897921633863e-02,-7.877655199775126030e-03,6.182931994129193809e-01
1.828928986903543413e-02,-7.865671399126526395e-03,6.205867467754565547e-01
1.834356075885453310e-02,-7.853691179763488267e-03,6.228737760455337336e-01
1.839783164867362861e-02,-7.841714656730783967e-03,6.251543131808963150e-01
1.845210253849272411e-02,-7.829741944090142305e-03,6.274283840057041095e-01
1.850637342831181961e-02,-7.817773154927256871e-03,6.296960142113822156e-01
1.856064431813091511e-02,-7.805808401358722316e-03,6.319572293574662325e-01
1.861491520795001409e-02,-7.793847794538947236e-03,6.342120548724428097e-01
1.866918609776910959e-02,-7.781891444667005456e-03,6.364605160545838691e-01
1.872345698758820509e-02,-7.769939460993443084e-03,6.387026380727767183e-01
1.877772787740730059e-02,-7.757991951827043070e-03,6.409384459673478363e-01
1.883199876722639957e-02,-7.746049024541548991e-03,6.431679646508817738e-01
1.888626965704549507e-02,-7.734110785582335064e-03,6.453912189090343920e-01
1.894054054686459057e-02,-7.722177340473036257e-03,6.476082334013424369e-01
1.899481143668368607e-02,-7.710248793822130700e-03,6.498190326620254531e-01
1.904908232650278158e-02,-7.698325249329483928e-03,6.520236411007847011e-01
1.910335321632188055e-02,-7.686406809792841952e-03,6.542220830035960777e-01
1.915762410614097605e-02,-7.674493577114285293e-03,6.564143825334969318e-01
1.921189499596007155e-02,-7.662585652306636193e-03,6.586005637313698813e-01
1.926616588577916706e-02,-7.650683135499825038e-03,6.607806505167200806e-01
1.932043677559826256e-02,-7.638786125947215171e-03,6.629546666884473805e-01
1.937470766541736153e-02,-7.626894722031875642e-03,6.651226359256147136e-01
1.942897855523645703e-02,-7.615009021272829692e-03,6.672845817882093744e-01
1.948324944505555253e-02,-7.603129120331238167e-03,6.694405277179021896e-01
1.953752033487464804e-02,-7.591255115016557788e-03,6.715904970387989170e-01
1.959179122469374701e-02,-7.579387100292653452e-03,6.737345129581888692e-01
1.964606211451284251e-02,-7.567525170283865427e-03,6.758725985672868752e-01
1.970033300433193801e-02,-7.555669418281036644e-03,6.780047768419721343e-01
1.975460389415103352e-02,-7.543819936747504437e-03,6.801310706435208520e-01
1.980887478397012902e-02,-7.531976817325041103e-03,6.822515027193346571e-01
1.986314567378922799e-02,-7.520140150839763234e-03,6.843660957036646897e-01
1.991741656360832349e-02,-7.508310027307996820e-03,6.864748721183293600e-01
1.997168745342741900e-02,-7.496486535942103319e-03,6.885778543734293322e-01
2.002595834324651450e-02,-7.484669765156262353e-03,6.906750647680566235e-01
2.008022923306561000e-02,-7.472859802572222321e-03,6.927665254909993742e-01
2.013450012288470897e-02,-7.461056735025001566e-03,6.948522586214418428e-01
2.018877101270380447e-02,-7.449260648568563521e-03,6.969322861296594063e-01
2.024304190252289998e-02,-7.437471628481438085e-03,6.990066298777102283e-01
2.029731279234199548e-02,-7.425689759272316968e-03,7.010753116201208224e-01
2.035158368216109445e-02,-7.413915124685602209e-03,7.031383530045682839e-01
2.040585457198018995e-02,-7.402147807706924328e-03,7.051957755725569710e-01
2.046012546179928546e-02,-7.390387890568612776e-03,7.072476007600916326e-01
2.051439635161838096e-02,-7.378635454755138635e-03,7.092938498983455409e-01
2.056866724143747646e-02,-7.366890581008513940e-03,7.113345442143240716e-01
2.062293813125657543e-02,-7.355153349333655444e-03,7.133697048315247313e-01
2.067720902107567094e-02,-7.343423839003711956e-03,7.153993527705909683e-01
2.073147991089476644e-02,-7.331702128565354380e-03,7.174235089499644280e-01
2.078575080071386194e-02,-7.319988295844029325e-03,7.194421941865298820e-01
2.084002169053295744e-02,-7.308282417949175415e-03,7.214554291962582688e-01
2.089429258035205642e-02,-7.296584571279408384e-03,7.234632345948436294e-01
2.094856347017115192e-02,-7.284894831527663657e-03,7.254656308983369328e-01
2.100283435999024742e-02,-7.273213273686307719e-03,7.274626385237757953e-01
2.105710524980934292e-02,-7.261539972052213909e-03,7.294542777898085362e-01
2.111137613962844189e-02,-7.249875000231799198e-03,7.314405689173163472e-01
2.116564702944753740e-02,-7.238218431146036663e-03,7.334215320300286889e-01
2.121991791926663290e-02,-7.226570337035417672e-03,7.353971871551369111e-01
2.127418880908572840e-02,-7.214930789464892372e-03,7.373675542239023217e-01
2.132845969890482390e-02,-7.203299859328772883e-03,7.393326530722609258e-01
2.138273058872392288e-02,-7.191677616855596603e-03,7.412925034414236114e-01
2.143700147854301838e-02,-7.180064131612966943e-03,7.432471249784725620e-01
2.149127236836211388e-02,-7.168459472512351584e-03,7.451965372369537821e-01
2.154554325818120938e-02,-7.156863707813846884e-03,7.471407596774655158e-01
2.159981414800030836e-02,-7.145276905130917150e-03,7.490798116682427787e-01
2.165408503781940386e-02,-7.133699131435097471e-03,7.510137124857375612e-01
2.170835592763849936e-02,-7.122130453060658388e-03,7.529424813151962548e-01
2.176262681745759486e-02,-7.110570935709244547e-03,7.548661372512318612e-01
2.181689770727669037e-02,-7.099020644454483858e-03,7.567846992983933152e-01
2.187116859709578934e-02,-7.087479643746551553e-03,7.586981863717304764e-01
2.192543948691488484e-02,-7.075947997416722965e-03,7.606066172973553474e-01
2.197971037673398034e-02,-7.064425768681871672e-03,7.625100108130002940e-01
2.203398126655307585e-02,-7.052913020148956352e-03,7.644083855685716022e-01
2.208825215637217135e-02,-7.041409813819463417e-03,7.663017601266992607e-01
2.214252304619127032e-02,-7.029916211093823614e-03,7.681901529632841896e-01
2.219679393601036582e-02,-7.018432272775803477e-03,7.700735824680403629e-01
2.225106482582946132e-02,-7.006958059076852548e-03,7.719520669450344874e-01
2.230533571564855683e-02,-6.995493629620432377e-03,7.738256246132212413e-01
2.235960660546765580e-02,-6.984039043446313433e-03,7.756942736069756261e-01
2.241387749528675130e-02,-6.972594359014836450e-03,7.775580319766205450e-01
2.246814838510584680e-02,-6.961159634211150360e-03,7.794169176889526041e-01
2.252241927492494231e-02,-6.949734926349418994e-03,7.812709486277631399e-01
2.257669016474403781e-02,-6.938320292176993961e-03,7.831201425943558059e-01
2.263096105456313678e-02,-6.926915787878566710e-03,7.849645173080610494e-01
2.268523194438223228e-02,-6.915521469080289363e-03,7.868040904067471475e-01
2.273950283420132779e-02,-6.904137390853857387e-03,7.886388794473274677e-01
2.279377372402042329e-02,-6.892763607720578389e-03,7.904689019062650646e-01
2.284804461383951879e-02,-6.881400173655402748e-03,7.922941751800727239e-01
2.290231550365861776e-02,-6.870047142090930821e-03,7.941147165858108981e-01
2.295658639347771326e-02,-6.858704565921390668e-03,7.959305433615810887e-01
2.301085728329680877e-02,-6.847372497506588017e-03,7.977416726670171210e-01
2.306512817311590427e-02,-6.836050988675826737e-03,7.995481215837724198e-01
2.311939906293500324e-02,-6.824740090731806763e-03,8.013499071160044007e-01
2.317366995275409874e-02,-6.813439854454494266e-03,8.031470461908543079e-01
2.322794084257319425e-02,-6.802150330104957988e-03,8.049395556589266087e-01
