t,u,v
1.187999999999999945e+00,-5.753925239656769268e-03,8.907119629898018331e+01
1.189999999999999947e+00,-5.421998431205225961e-03,8.912734795031151691e+01
1.191999999999999948e+00,-5.114950764182525471e-03,8.918150382305222479e+01
1.193999999999999950e+00,-4.833422810936510196e-03,8.923435874211612884e+01
1.195999999999999952e+00,-4.578067117413880602e-03,8.928662424007980292e+01
1.197999999999999954e+00,-4.349652888854526299e-03,8.933905160975113802e+01
1.199999999999999956e+00,-4.149173162245044580e-03,8.939245782104644888e+01
1.201999999999999957e+00,-3.977962088262978341e-03,8.944775601540493426e+01
1.203999999999999959e+00,-3.837830899128816513e-03,8.950599266762347384e+01
1.205999999999999961e+00,-3.731232617908513977e-03,8.956839401747241425e+01
1.207999999999999963e+00,-3.661467355558821815e-03,8.963642498744722786e+01
1.209999999999999964e+00,-3.632941470647996045e-03,8.971186438015247688e+01
1.211999999999999966e+00,-3.651493121529258458e-03,8.979690028985919525e+01
1.213999999999999968e+00,-3.724789371663858595e-03,8.989424835779065859e+01
1.215999999999999970e+00,-3.862775770921308277e-03,9.000729038738290910e+01
1.217999999999999972e+00,-4.078096147318072476e-03,9.014021676167271835e+01
1.219999999999999973e+00,-4.386255017277308418e-03,9.029812285004457806e+01
1.221999999999999975e+00,-4.804998162589340857e-03,9.048694026030516113e+01
1.223999999999999977e+00,-5.351880813162274327e-03,9.071296232045958163e+01
1.225999999999999979e+00,-6.038431749372314555e-03,9.098157769768255321e+01
1.227999999999999980e+00,-6.859605194410968616e-03,9.129484909429213246e+01
1.229999999999999982e+00,-7.780426925431660999e-03,9.164823666132714663e+01
1.231999999999999984e+00,-8.728866498581918862e-03,9.202835438461880813e+01
1.233999999999999986e+00,-9.607832165014864798e-03,9.241470989660659541e+01
1.235999999999999988e+00,-1.032655257955906840e-02,9.278595281085118529e+01
1.237999999999999989e+00,-1.083032028158745219e-02,9.312651687699664649e+01
1.239999999999999991e+00,-1.110833462722940652e-02,9.342917854371874853e+01
1.241999999999999993e+00,-1.118180188185885666e-02,9.369347073031892137e+01
1.243999999999999995e+00,-1.108695272423269700e-02,9.392269853479353969e+01
1.245999999999999996e+00,-1.086260345791402113e-02,9.412155556594903771e+01
1.247999999999999998e+00,-1.054380235009992617e-02,9.429478895417109641e+01
1.250000000000000000e+00,-1.015964287797799931e-02,9.444663371603891733e+01
1.252000000000000002e+00,-9.733194260750756624e-03,9.458066223901559511e+01
1.254000000000000004e+00,-9.282268269861849649e-03,9.469981589912168829e+01
1.256000000000000005e+00,-8.820388961534994174e-03,9.480649870635453169e+01
1.258000000000000007e+00,-8.357703350106562845e-03,9.490268001590929714e+01
1.260000000000000009e+00,-7.901749482935167129e-03,9.498998659457818405e+01
1.262000000000000011e+00,-7.458073701367301869e-03,9.506977898930496451e+01
1.264000000000000012e+00,-7.030715852664440671e-03,9.514321289055477848e+01
1.266000000000000014e+00,-6.622587615886016757e-03,9.521128801738151992e+01
1.268000000000000016e+00,-6.235767701679786022e-03,9.527488731520074339e+01
1.270000000000000018e+00,-5.871733964785924402e-03,9.533480897936983922e+01
1.272000000000000020e+00,-5.531548600356288835e-03,9.539179342251223659e+01
1.274000000000000021e+00,-5.216009330520649662e-03,9.544654695258296329e+01
1.276000000000000023e+00,-4.925777004649982763e-03,9.549976367491655083e+01
1.278000000000000025e+00,-4.661488312187398418e-03,9.555214698749111335e+01
1.280000000000000027e+00,-4.423861269025399466e-03,9.560443200572092337e+01
1.282000000000000028e+00,-4.213800726339218990e-03,9.565741033329020127e+01
1.284000000000000030e+00,-4.032511331554969151e-03,9.571195879560059439e+01
1.286000000000000032e+00,-3.881626132180680464e-03,9.576907408280688117e+01
1.288000000000000034e+00,-3.763360326444368815e-03,9.582991571708350875e+01
1.290000000000000036e+00,-3.680701393372434217e-03,9.589586034661688529e+01
1.292000000000000037e+00,-3.637648511528562834e-03,9.596857098532565544e+01
1.294000000000000039e+00,-3.639514487579900009e-03,9.605008517799272738e+01
1.296000000000000041e+00,-3.693299053635313352e-03,9.614292543002758862e+01
1.298000000000000043e+00,-3.808125576588059294e-03,9.625023181391264870e+01
1.300000000000000044e+00,-3.995686778916584039e-03,9.637590645883071261e+01
1.302000000000000046e+00,-4.270534069291420133e-03,9.652473442539474036e+01
1.304000000000000048e+00,-4.649808342292568487e-03,9.670239055881035029e+01
1.306000000000000050e+00,-5.151575379816480602e-03,9.691513873717144634e+01
1.308000000000000052e+00,-5.790338128612525052e-03,9.716888271303922409e+01
1.310000000000000053e+00,-6.568118932446170150e-03,9.746715498174704351e+01
1.312000000000000055e+00,-7.461454846154705507e-03,9.780801237800719150e+01
1.314000000000000057e+00,-8.410683197890759730e-03,9.818112032650326171e+01
1.316000000000000059e+00,-9.324384534918133891e-03,9.856787167890182388e+01
1.318000000000000060e+00,-1.010566149323730706e-02,9.894636228549232726e+01
1.320000000000000062e+00,-1.068544136957893208e-02,9.929852812374251414e+01
1.322000000000000064e+00,-1.103869522118012397e-02,9.961434238660942242e+01
1.324000000000000066e+00,-1.117774044446168645e-02,9.989137479825376431e+01
1.326000000000000068e+00,-1.113543719072305690e-02,1.001319726626174713e+02
1.328000000000000069e+00,-1.095071510708051435e-02,1.003405589085232776e+02
1.330000000000000071e+00,-1.066030136877635023e-02,1.005219561069076946e+02
1.332000000000000073e+00,-1.029538325229699056e-02,1.006806039518935307e+02
1.334000000000000075e+00,-9.881005956207474308e-03,1.008203011900507420e+02
1.336000000000000076e+00,-9.436653613184754416e-03,1.009441937360338954e+02
1.338000000000000078e+00,-8.977193196756400734e-03,1.010548557387396897e+02
1.340000000000000080e+00,-8.513820575364447127e-03,1.011543925797803496e+02
1.342000000000000082e+00,-8.054880124061594704e-03,1.012445375848263183e+02
1.344000000000000083e+00,-7.606531646639669471e-03,1.013267337980528566e+02
1.346000000000000085e+00,-7.173277523899990703e-03,1.014022001833892261e+02
1.348000000000000087e+00,-6.758374391430953775e-03,1.014719844145522814e+02
1.350000000000000089e+00,-6.364154019332029372e-03,1.015370050502034758e+02
1.352000000000000091e+00,-5.992274774748124720e-03,1.015980857280100054e+02
1.354000000000000092e+00,-5.643921099571508684e-03,1.016559836291167329e+02
1.356000000000000094e+00,-5.319964929229370476e-03,1.017114140892606287e+02
1.358000000000000096e+00,-5.021100228098270002e-03,1.017650729435524397e+02
1.360000000000000098e+00,-4.747959843348071446e-03,1.018176580104586435e+02
1.362000000000000099e+00,-4.501222616789435534e-03,1.018698910499560242e+02
1.364000000000000101e+00,-4.281718075637821856e-03,1.019225415722653025e+02
1.366000000000000103e+00,-4.090536005318920303e-03,1.019764540320165054e+02
1.368000000000000105e+00,-3.929148773350580118e-03,1.020325802277993148e+02
1.370000000000000107e+00,-3.799555406710015092e-03,1.020920191483400430e+02
1.372000000000000108e+00,-3.704458042194250580e-03,1.021560670587018365e+02
1.374000000000000110e+00,-3.647483152586958235e-03,1.022262812453053016e+02
1.376000000000000112e+00,-3.633460961270355231e-03,1.023045613381584218e+02
1.378000000000000114e+00,-3.668774252118346246e-03,1.023932519578001887e+02
1.380000000000000115e+00,-3.761776493975713728e-03,1.024952682537957287e+02
1.382000000000000117e+00,-3.923245592180420703e-03,1.026142386466327849e+02
1.384000000000000119e+00,-4.166755854475500190e-03,1.027546402432730162e+02
1.386000000000000121e+00,-4.508665032195700341e-03,1.029218596102061838e+02
1.388000000000000123e+00,-4.967051436017401109e-03,1.031220264623071898e+02
1.390000000000000124e+00,-5.558373767057834917e-03,1.033613308729615738e+02
1.392000000000000126e+00,-6.290183117648552764e-03,1.036444097965364222e+02
1.394000000000000128e+00,-7.149177752761661647e-03,1.039715559734311938e+02
1.396000000000000130e+00,-8.088489604832794014e-03,1.043354788327419556e+02
1.398000000000000131e+00,-9.025520229212199985e-03,1.047200513469363869e+02
1.400000000000000133e+00,-9.861304370771248329e-03,1.051036846022538640e+02
1.402000000000000135e+00,-1.051430665348813444e-02,1.054663115863512814e+02
1.404000000000000137e+00,-1.094436666990670527e-02,1.057950270745374013e+02
1.406000000000000139e+00,-1.115287676080786022e-02,1.060850920392664563e+02
1.407999999999999918e+00,-1.116764331776174887e-02,1.063375801071528883e+02
1.409999999999999920e+00,-1.102677807568040215e-02,1.065564537583291411e+02
1.411999999999999922e+00,-1.076832506181546294e-02,1.067465248462052188e+02
1.413999999999999924e+00,-1.042550942669350812e-02,1.069124105514195264e+02
1.415999999999999925e+00,-1.002542543385986050e-02,1.070581358559231688e+02
1.417999999999999927e+00,-9.589340421091959929e-03,1.071870610484625104e+02
1.419999999999999929e+00,-9.133573523547506429e-03,1.073019424209788895e+02
1.421999999999999931e+00,-8.670463441258763684e-03,1.074050325132443504e+02
1.423999999999999932e+00,-8.209237081824083404e-03,1.074981805705828322e+02
1.425999999999999934e+00,-7.756727837256217201e-03,1.075829196919673336e+02
1.427999999999999936e+00,-7.317947534107124841e-03,1.076605381331935831e+02
1.429999999999999938e+00,-6.896534313933846971e-03,1.077321363279147732e+02
1.431999999999999940e+00,-6.495101644059467737e-03,1.077986723431767047e+02
1.433999999999999941e+00,-6.115511121090858385e-03,1.078609985014824986e+02
1.435999999999999943e+00,-5.759087817412313591e-03,1.079198915563990653e+02
1.437999999999999945e+00,-5.426793204801940232e-03,1.079760784174573729e+02
1.439999999999999947e+00,-5.119367672304279623e-03,1.080302590976185826e+02
1.441999999999999948e+00,-4.837452424510418902e-03,1.080831283378447552e+02
1.443999999999999950e+00,-4.581699051842292453e-03,1.081353972551874563e+02
1.445999999999999952e+00,-4.352874234298614864e-03,1.081878163640441244e+02
1.447999999999999954e+00,-4.151966821998590712e-03,1.082412014382049676e+02
1.449999999999999956e+00,-3.980304905295217743e-03,1.082964639223134924e+02
1.451999999999999957e+00,-3.839691432458495774e-03,1.083546479759533980e+02
1.453999999999999959e+00,-3.732568405099694585e-03,1.084169767441231613e+02
1.455999999999999961e+00,-3.662221470837853741e-03,1.084849110609610676e+02
1.457999999999999963e+00,-3.633038176021520602e-03,1.085602243732740533e+02
1.459999999999999964e+00,-3.650832452217397765e-03,1.086450978232816169e+02
1.461999999999999966e+00,-3.723240695868820088e-03,1.087422381593969334e+02
1.463999999999999968e+00,-3.860170938852248990e-03,1.088550161162813907e+02
1.465999999999999970e+00,-4.074224256863510918e-03,1.089876090252584220e+02
1.467999999999999972e+00,-4.380863922319747951e-03,1.091450985577477013e+02
1.469999999999999973e+00,-4.797813797234538533e-03,1.093334058601725616e+02
1.471999999999999975e+00,-5.342664347147241949e-03,1.095588256544026962e+02
1.473999999999999977e+00,-6.027100493626328694e-03,1.098267749619180051e+02
1.475999999999999979e+00,-6.846423582877072915e-03,1.101393897871944176e+02
1.477999999999999980e+00,-7.766193312142175183e-03,1.104922521373059539e+02
1.479999999999999982e+00,-8.714905799487164192e-03,1.108721087382517538e+02
1.481999999999999984e+00,-9.595643907531864816e-03,1.112585357409113556e+02
1.483999999999999986e+00,-1.031728377247428767e-02,1.116301404118850513e+02
1.485999999999999988e+00,-1.082445545056805528e-02,1.119712381363112712e+02
1.487999999999999989e+00,-1.110575609327360026e-02,1.122744847392050218e+02
1.489999999999999991e+00,-1.118204155026141823e-02,1.125393337495801092e+02
1.491999999999999993e+00,-1.108942534832660712e-02,1.127690539704682635e+02
1.493999999999999995e+00,-1.086674533777601086e-02,1.129683304647425928e+02
1.495999999999999996e+00,-1.054912995930555944e-02,1.131419151730218573e+02
1.497999999999999998e+00,-1.016576579277976219e-02,1.132940525824552367e+02
1.500000000000000000e+00,-9.739807775641177653e-03,1.134283250438381856e+02
1.502000000000000002e+00,-9.289139403188722069e-03,1.135476827689732886e+02
1.504000000000000004e+00,-8.827341988805031611e-03,1.136545370540955702e+02
1.506000000000000005e+00,-8.364607121536521764e-03,1.137508630544079153e+02
1.508000000000000007e+00,-7.908507048832414191e-03,1.138382920695382410e+02
1.510000000000000009e+00,-7.464614093023435801e-03,1.139181881502032354e+02
1.512000000000000011e+00,-7.036987659667220778e-03,1.139917096697981123e+02
1.514000000000000012e+00,-6.628553982585477962e-03,1.140598583756254385e+02
1.516000000000000014e+00,-6.241402411968830638e-03,1.141235187123956507e+02
1.518000000000000016e+00,-5.877018344289396817e-03,1.141834899367597274e+02
1.520000000000000018e+00,-5.536469019559998178e-03,1.142405131466290413e+02
1.522000000000000020e+00,-5.220555135632371641e-03,1.142952949968852181e+02
1.524000000000000021e+00,-4.929938734450379882e-03,1.143485296177239832e+02
1.526000000000000023e+00,-4.665256079733689706e-03,1.144009201062064705e+02
1.528000000000000025e+00,-4.427223197892305936e-03,1.144532009269987611e+02
1.530000000000000027e+00,-4.216741332834213728e-03,1.145061626367481153e+02
1.532000000000000028e+00,-4.035009737326713565e-03,1.145606805447335148e+02
1.534000000000000030e+00,-3.883653976013424526e-03,1.146177492508004860e+02
1.536000000000000032e+00,-3.764879220680424077e-03,1.146785254672241194e+02
1.538000000000000034e+00,-3.681659743019730698e-03,1.147443821175866248e+02
1.540000000000000036e+00,-3.637977494100627738e-03,1.148169773232227584e+02
1.542000000000000037e+00,-3.639123009445544357e-03,1.148983422561498031e+02
1.544000000000000039e+00,-3.692067628203999936e-03,1.149909912214623944e+02
1.546000000000000041e+00,-3.805899480693052811e-03,1.150980539687078164e+02
1.548000000000000043e+00,-3.992269899893089412e-03,1.152234201748322846e+02
1.550000000000000044e+00,-4.265687260940449581e-03,1.153718611522840973e+02
1.552000000000000046e+00,-4.643260969294096992e-03,1.155490395131223806e+02
1.554000000000000048e+00,-5.143066852655540748e-03,1.157612151616329470e+02
1.556000000000000050e+00,-5.779714623312916071e-03,1.160143090228068417e+02
1.558000000000000052e+00,-6.555503395924669637e-03,1.163119100145093370e+02
1.560000000000000053e+00,-7.447451324026180784e-03,1.166521820774917870e+02
1.562000000000000055e+00,-8.396460159918671742e-03,1.170249270484858215e+02
1.564000000000000057e+00,-9.311440535127193247e-03,1.174116364740846876e+02
1.566000000000000059e+00,-1.009531561211306910e-02,1.177904016081500203e+02
1.568000000000000060e+00,-1.067841246741288788e-02,1.181430577166797065e+02
1.570000000000000062e+00,-1.103504535849323537e-02,1.184594508676681670e+02
1.572000000000000064e+00,-1.117709011851937030e-02,1.187370555656600430e+02
1.574000000000000066e+00,-1.113722034809146860e-02,1.189781696303032987e+02
1.576000000000000068e+00,-1.095435092579910737e-02,1.191871999144884313e+02
1.578000000000000069e+00,-1.066527612268411938e-02,1.193689705394716327e+02
1.580000000000000071e+00,-1.030127521287261920e-02,1.195279297412103858e+02
1.582000000000000073e+00,-9.887482834693530828e-03,1.196678863360530016e+02
1.584000000000000075e+00,-9.443459829506534176e-03,1.197919955431262906e+02
1.586000000000000076e+00,-8.984135184638222110e-03,1.199028393294377253e+02
1.588000000000000078e+00,-8.520753381040382241e-03,1.200025293585968740e+02
1.590000000000000080e+00,-8.061696247859134398e-03,1.200928038905669553e+02
1.592000000000000082e+00,-7.613152130188139549e-03,1.201751097961901564e+02
