block,time,lambda1,lambda2,lambda3,stretch1,stretch2,stretch3
227,113.5,0.25396081773789442,0.003580032756687241,-1.4388178601081225,0.39937744576264167,4.0286274452065012,0.69942768446078196
228,114,0.25405676605140554,-0.0073981080126405748,-1.4370564805660144,1.1478820131447134,0.28658559362867764,0.59534651651684722
229,114.5,0.2541763499412199,-0.0045082904548387811,-1.4343230191218677,1.1511031442000694,1.3870581373640321,0.66661213768349192
230,115,0.24715279501289877,0.00085205069066858496,-1.4264823095862156,0.50630266224376097,1.8481499034328304,1.2026411385417626
231,115.5,0.24886005890883514,0.0069287743788042583,-1.431540370732358,1.3781821903891485,2.0183646641407385,0.27322839627530282
232,116,0.24966040612404825,0.0055332175555457743,-1.4361733659399269,1.2426799611137243,0.85349106598349622,0.28559012385788235
233,116.5,0.25037808016150731,0.0011853408658136343,-1.4280917318341546,1.2317540721526081,0.60425376679900045,1.2503502228511414
234,117,0.24200730774997206,0.0079081975158473289,-1.4351294433409996,0.42562724305370042,2.1971628149030056,0.21492672729548482
235,117.5,0.24793973263030586,0.0020983218396395018,-1.4292035542404766,2.266107444276416,0.5072728303549463,0.97895191670746451
236,118,0.25735284218571813,-0.00039657309606492847,-1.4301245885072698,3.4374048886508937,0.74576224091104415,0.43898772806048159
237,118.5,0.25605543715361029,-0.0015561014170868491,-1.4350066395326462,0.97524547034822917,0.87144511590707863,0.27428561067564516
238,119,0.24666004055648799,0.0070279368823167035,-1.4282428595235266,0.3715675962436274,2.7751991403738194,1.0913183942151521
239,119.5,0.24018854095361386,0.002934845449484396,-1.4250977883695493,0.52203837302185496,0.61532145431809748,0.71299175185433161
240,120,0.23953199295877345,-0.0048323240985710929,-1.410765139720471,1.0421735780667578,0.39431983972594709,2.7383866790055809
241,120.5,0.22648590655475731,-0.0025959966835606275,-1.3940954863979484,0.23403434164998124,1.306120497908958,3.6814645755886937
242,121,0.22252011435516794,0.0018232976709389804,-1.3941607960695868,0.69307441620029353,1.7047809349026901,0.49413317482125779
243,121.5,0.22810606799130351,0.00037352163181403835,-1.400612453671032,2.2032938031835068,0.83925881486006593,0.22741998957851806
244,122,0.234111757723062,-0.011377094020405839,-1.398364009960209,2.3320487691174354,0.23849943234654483,0.65311889312290528
245,122.5,0.22856997122157235,-6.5562787060862021e-05,-1.4075311219168842,0.57017441851243855,3.9747983969614387,0.16167724923447041
246,123,0.23675757953553203,-0.0096032493221248801,-1.4004282153339926,3.06902772114461,0.30938518493272349,1.1851767845534287
247,123.5,0.24286850175151928,-0.012117113465728512,-1.4034895511139063,2.3942683257137394,0.7295963475045224,0.34017704494056572
248,124,0.23990752590393183,-0.009641771033375721,-1.4057103376427191,0.7821359110628392,1.3510524818313532,0.37639268516660951
249,124.5,0.22961051273623223,-0.0020566803896622226,-1.3973292840091367,0.31285220876356323,2.558760341547496,1.4057711431583948
250,125,0.23673437251181875,-0.01308471294410348,-1.400269437730939,2.7326934330010335,0.25169621630813865,0.34431998767985883
251,125.5,0.22768262500278272,-0.0035954201711274046,-1.3950783421913708,0.36145160245877189,3.2686069551293704,0.95251232860314206
252,126,0.23416386834973196,-0.0070891368701008215,-1.3924818997882473,2.5357208972197873,0.64274576987044107,0.69046677244157417
253,126.5,0.23682196637989344,-0.010445645776561317,-1.398563923332969,1.5735454708228436,0.65171824820837387,0.23093547688971797
254,127,0.23015689177521059,0.00076864774133176216,-1.3975684309617422,0.48284794352905608,4.1329541998131054,0.56391348732316515
255,127.5,0.22947986152497524,-0.0071367612276046037,-1.3949265708064946,1.0291745662680813,0.36511046780504003,0.69631923997261858
256,128,0.22997302208280695,-0.0036666385307435614,-1.3972319302732685,1.1946634120650352,1.5536505021882205,0.3706306380199772
257,128.5,0.21901810232715638,0.0054256169084389147,-1.3898941896523704,0.27452287791311364,3.210804422540638,1.2767064866797238
258,129,0.21466527021374041,0.019485958529763221,-1.3941690653078211,0.63635016613636997,6.150275500258342,0.28753633205054718
259,129.5,0.21730687658020598,0.013833266224304691,-1.3989326308682146,1.5674038619647768,0.4856433975563007,0.26875199596404603
260,130,0.22707506797799809,0.0024590038977752695,-1.3919267078180118,3.9690164563104511,0.22952634355507609,1.2352874315431479
261,130.5,0.22448417234543208,0.0012636741785096112,-1.3974375619020805,0.79885618268171232,0.85661986254477207,0.24289408086486852
262,131,0.21860425810073111,0.0087119976587023331,-1.3936324643478948,0.51787225459729747,2.654781126310374,0.81852527633998107
263,131.5,0.23033426521168512,0.0013933935459380857,-1.3927112237259107,5.2163507331093157,0.38364392240269107,0.56232624500959916
264,132,0.23075783172296002,-0.00051473167107237339,-1.3981635013674831,1.1865831946019012,0.7778855824548826,0.2426691561732357
265,132.5,0.22200831576294619,0.0097424638021914867,-1.394372730070043,0.35206764489830711,3.8916025305245796,0.82135114760910288
266,133,0.22250282431839949,-0.00055672349750887661,-1.3933618056084034,1.1933611192447791,0.25540093385256174,0.56964984630905335
267,133.5,0.22173531144096112,0.0034418450219371958,-1.3913210081855991,1.0088271747673163,1.7049410504084974,0.6542704722686622
268,134,0.21195146528841546,0.011907804628110951,-1.3847706107614659,0.30114369722887546,3.1147830711626932,1.1997254641454351
269,134.5,0.21055351566191902,0.020933201125879063,-1.3892268267038772,0.92122728534953746,3.3867465176951734,0.27479048356567382
270,135,0.21498761568925095,0.015643124381602595,-1.3929299423748998,2.0215817742036748,0.4947544204057146,0.30284503833255288
271,135.5,0.21908504632661466,0.0072534742022932882,-1.3871095153735367,1.9400149111537075,0.32336419989848714,1.0965872833621999
272,136,0.2147187384041242,0.012787574913362739,-1.3936410622952051,0.6161435207871192,2.1303034488148489,0.20559539592069809
273,136.5,0.21686278754750529,0.010013891857142311,-1.3878747843805526,1.4918576334268243,0.6892067711551324,1.09447675987639
274,137,0.22552784140537357,0.008523338583600026,-1.3899501347149033,3.6529818245019259,0.81938693995185508,0.3759645627661129
275,137.5,0.22318998688276914,0.0081180419084810086,-1.3934795585066377,0.81164593370038929,0.94983535157755916,0.30719552688958723
276,138,0.2122849671595512,0.017245894525218072,-1.3866359399754007,0.24825527479611462,3.5384991986368894,1.2810493900900379
277,138.5,0.21268837344420635,0.011425150658233114,-1.3870910249495361,1.1758770021576366,0.4504311344544229,0.46937782449991777
278,139,0.20639601584097089,0.017760331802331244,-1.3821009471797354,0.46380386534065082,2.4261430019628154,1.0000753003624538
279,139.5,0.21376045330341312,0.010859564321168571,-1.3775677939959476,3.0973194191865594,0.38528309711682357,0.94301262864361113
280,140,0.21786895521756897,0.0091367570175531487,-1.3824830341044945,1.9779688693594559,0.7899676842696125,0.25235523732658482
281,140.5,0.21421137433283921,0.016004041860137864,-1.3854108365452873,0.66700640081001394,2.6364199014559344,0.33200748671163371
282,141,0.21016315584954393,0.013972812376932091,-1.3821441363606819,0.62895653967939014,0.75699295186526805,0.79286628380241064
283,141.5,0.21338277255716742,0.014694743553190856,-1.3875359204622333,1.7518236692668785,1.1153181133002292,0.23363165715898504
284,142,0.21089811429197791,0.01569101694842092,-1.3811333543673823,0.78182051332902414,1.1604619909596543,1.2403535069501677
285,142.5,0.21312029132891627,0.019427596247518889,-1.3845149273451796,1.5251751942092675,1.7165355742819566,0.30961031317897175
286,143,0.21325319513259344,0.018584779648557186,-1.3866425287097903,1.1337893045547565,0.89510972046058224,0.36916762905552103
287,143.5,0.21514123728268644,0.014405861264978472,-1.3795050545061098,1.458721906913236,0.55411535149196345,1.3922293118556195
288,144,0.21366497858448341,0.008580508177233305,-1.3788930387915217,0.90031494867632544,0.43533130634379846,0.54792204031549607
289,144.5,0.20685476106434844,0.012053210978090726,-1.3707360894163716,0.4159276540546219,1.6588022550114514,1.6310641675333697
290,145,0.19929110814599452,0.024330320272225831,-1.3706633486166657,0.37035165987304841,5.9667802072084895,0.50924775682203727
291,145.5,0.19454087152356528,0.028082040876003779,-1.3750592008084674,0.55348873768642659,1.7472454302670275,0.2658220528755677
292,146,0.20651452726625158,0.020500056455817928,-1.375638885621691,6.3307845763982913,0.33523325532142129,0.46201238396764654
293,146.5,0.20842242098435795,0.011941237180852212,-1.3761968271366389,1.466331485222566,0.28833940718620182,0.46321782333982936
294,147,0.20131599705544653,0.024465847368220803,-1.3789334184070068,0.39045868831808683,6.3413286715247272,0.33608965296407339
295,147.5,0.21174154734942346,0.012240140889922466,-1.3724237007396323,5.1470650904992308,0.16678348881698271,1.3109035689466342
296,148,0.21524261572963757,0.010395077803349235,-1.3771612770717661,1.8664325731100966,0.76571191782670855,0.24973044881878972
297,148.5,0.21393396232045644,0.014566099787298325,-1.377233855855607,0.91693955640308711,1.8674881703461661,0.49690392176770748
298,149,0.21090752504407073,0.016559877166458403,-1.3715538709340016,0.70894865567421139,1.3557514542452958,1.1708158639274104
299,149.5,0.20710628162249151,0.016266841781583569,-1.3729434705814205,0.62949829814506952,0.96509488943600885,0.40921193332517941
300,150,0.20824617851871649,0.013732698332286726,-1.3669300926593664,1.3159221508246073,0.68936244829871229,1.2405253422692142
