coordinate,frequency,normalized_fft_power
x,0.9123859517555637,0.00013989167054968975
x,0.9186351706032045,0.0002890738496775051
x,0.9248843894508454,0.0008991312559942605
x,0.9311336082984862,0.000552337981573513
x,0.9373828271461271,0.00017152791632677234
x,0.9436320459937679,0.0009060884954313679
x,0.9498812648414088,0.00036791802851049313
x,0.9561304836890496,0.0005607332843188595
x,0.9623797025366905,0.0012782135119930272
x,0.9686289213843313,0.0005974835150761255
x,0.9748781402319722,0.0008373381690357615
x,0.981127359079613,0.0010127962847717136
x,0.9873765779272539,0.0004903928052658689
x,0.9936257967748947,0.0014573561315088062
x,0.9998750156225356,0.000650841588463684
x,1.0061242344701764,0.0003072998567685311
x,1.0123734533178173,0.0010136595267303294
x,1.018622672165458,0.0003539473831184617
x,1.024871891013099,0.00035934777018823316
x,1.0311211098607398,0.0009342779005078408
x,1.0373703287083806,0.0003756931467225094
x,1.0436195475560215,0.00020814942120437726
x,1.0498687664036623,9.741601894966859e-05
x,1.0561179852513032,0.00023916798491995788
x,1.062367204098944,0.0002277062924556415
x,1.0686164229465849,1.5599435844976013e-05
x,1.0748656417942257,0.00019763338602411958
x,1.0811148606418666,0.00042383512536502176
x,1.0873640794895074,0.00012073632780579231
x,1.0936132983371483,0.0003661062671041497
x,1.0998625171847891,0.00032901005747998916
x,1.10611173603243,8.186362047108992e-05
x,1.1123609548800708,0.00022549807722386465
x,1.1186101737277117,0.00011670214407565624
x,1.1248593925753525,6.057160797483508e-05
x,1.1311086114229933,0.00016405940742522838
x,1.1373578302706342,0.000205857443904538
x,1.143607049118275,0.0001797726052406522
x,1.149856267965916,0.00013941119328835416
x,1.1561054868135567,3.5967969896090094e-05
x,1.1623547056611976,4.0068062904202406e-05
x,1.1686039245088384,5.878568457872875e-05
x,1.1748531433564793,1.7623282746655598e-05
x,1.1811023622041201,6.854317595157744e-05
x,1.187351581051761,5.54496247983819e-05
x,1.1936007998994018,5.8388480645727494e-05
x,1.1998500187470427,0.000134128419864682
x,1.2060992375946835,3.835403643390237e-05
x,1.2123484564423244,2.8298644498063234e-05
x,1.2185976752899652,1.888351381836517e-05
x,1.224846894137606,6.38522354951156e-06
x,1.231096112985247,1.419583023545611e-05
x,1.2373453318328878,1.2992446457780972e-06
x,1.2435945506805286,7.892768947814532e-05
x,1.2498437695281694,9.117849232676199e-05
x,1.2560929883758103,0.00011328109534413655
x,1.2623422072234511,0.0001423524760223053
x,1.268591426071092,0.00018858829784964412
x,1.2748406449187328,4.383871621661887e-05
x,1.2810898637663737,2.363418491885951e-05
x,1.2873390826140145,5.283208801357069e-05
x,1.2935883014616554,2.1689676200683174e-05
x,1.2998375203092962,1.600821427979189e-06
x,1.306086739156937,3.0876252606762686e-06
x,1.312335958004578,9.394606712181151e-06
x,1.3185851768522188,5.116395739432961e-05
x,1.3248343956998596,1.2003437233882033e-05
x,1.3310836145475005,8.795443698087994e-06
x,1.3373328333951413,6.673065458995197e-06
x,1.3435820522427822,5.304643419533907e-05
x,1.349831271090423,4.859925922798851e-05
x,1.3560804899380638,6.3490289886193905e-06
x,1.3623297087857047,2.3586667617479506e-05
x,1.3685789276333455,7.4721385703061905e-06
x,1.3748281464809864,6.219464095351041e-05
x,1.3810773653286272,0.00021542415974372688
x,1.387326584176268,0.00039878304075407345
x,1.393575803023909,0.00012943390026792578
x,1.3998250218715498,2.567948158545139e-05
x,1.4060742407191906,7.014025597105331e-06
x,1.4123234595668315,3.366757629346586e-05
x,1.4185726784144723,8.027753510438059e-06
